_id,_fusion_sources,label,release-date,tracks,name,id,duration,genre,artist,release-country
discogs_46539,"['discogs_46539', 'mbrainz_2298', 'lastFM_4965']",Songbird,2009-11-16 00:00:00,"[' ""Perfect Silence (E-Craig\'s 212 Remix)""', "" 'Arcadia'"", "" 'BAD'"", "" 'Beyond'"", "" 'Blend Forty 3 (Luke Chable & Steve May Remix)'"", "" 'Blend Forty 3 (Luke Chable & Steve May remix)'"", "" 'Blend Forty3 (Luke Chable & Steve May Remix)'"", "" 'Do What U Want (Max Graham Afterhours In Montreal Mix)'"", "" 'Do What U Want (Max Graham Afterhours in Montreal Mix)'"", "" 'Evolution'"", "" 'Gravity'"", "" 'In Search Of Sunrise 4: Latin America (Continuous Mix 1)'"", "" 'In Search Of Sunrise 4: Latin America (Continuous Mix 2)']"", "" 'La Noche'"", "" 'Midnight Express'"", "" 'Moments'"", "" 'My World (Andy Moor Mix)'"", "" 'My World (Andy Moor mix)'"", "" 'My World (Andy Moor remix)'"", "" 'Netherworld (Oliver Prime Remix)'"", "" 'Only One (Rave Mix)'"", "" 'Only One (Rave mix)']"", "" 'Palma Solane'"", "" 'People I Used To Know'"", "" 'People I Used to Know'"", "" 'Sands Of Time'"", "" 'Slow It Down (Mathilda Mix)'"", "" 'Sounds Rushing'"", "" 'The Force Of Gravity (Tiesto Remix)'"", "" 'The Force Of Gravity (Tiësto Remix)'"", "" 'The Force of Gravity (TiÃƒÂ«sto Remix)'"", "" 'The Loves We Lost'"", "" 'Twelve (Dousk Mix)'"", "" 'UR (Junkie XL Air Guitar Remix)'"", "" 'White Noise'"", "" 'Why'"", "" 'Wurz & Blosse'"", "" 'Wurz + Blosse'"", ""['Like A Waterfall'""]",In Search Of Sunrise 4: Latin America,discogs_46539,12864.0,Electronic / Dance,TiÃƒÂ«sto,Netherlands
discogs_7108,"['discogs_7108', 'mbrainz_1468']",20:20 Vision,2004-10-11 00:00:00,"["" 'Robot Riot (The Electric Press Re:Press)']"", "" 'Robot Riot'"", ""['Radiator'""]",Radiator / Robot Riot,discogs_7108,918.5,Electronic / Dance,"T., DJ",United Kingdom of Great Britain and Northern Ireland
k04__fab__lastfm__discogs_91123,"['k04__fab__lastfm__discogs_91123', 'discogs_91123', 'mbrainz_13977']",Werewolf Promotion,2012-01-01,"["" 'Ashes Of Memory'"", "" 'Ashes of Memory'"", "" 'Blind Force Of Creation'"", "" 'Blind Force of Creation'"", "" 'Renaissance And Betrayal'"", "" 'Renaissance and Betrayal'"", "" 'Song Of The Raven'"", "" 'Song of the Raven'"", "" 'Unbroken Spirit'"", "" 'Vanaheim']"", "" 'Waves Of Emptiness'"", "" 'Waves of Emptiness'"", "" 'Will To Resist'"", "" 'Will to Resist'"", ""['Hidden By Night'"", ""['Hidden by Night'""]",Spirit Unbroken,k04__fab__lastfm__discogs_91123,272.0,Rock,Lascowiec,Poland
lastFM_50546,"['lastFM_50546', 'mbrainz_20081']",,,"[' ""I\'m Her Slave""', "" 'Closing Medley']"", "" 'Come See About Me'"", "" 'Frere Jacques'"", "" 'Gentlemen'"", "" 'Kiss the Floor'"", "" 'Let Me Lie To You'"", "" 'Let Me Lie to You'"", "" 'My World Is Empty'"", "" 'My World is Empty'"", "" 'Retarded'"", "" 'Tonight'"", "" 'Turn on the Water'"", "" 'You My Flower'"", ""['Debonair'""]",Debonair Gentlemen,lastFM_50546,2717.5,,"Afghan Whigs, The",
k04__fab__discogs__lastFM_8020,"['k04__fab__discogs__lastFM_8020', 'lastFM_8020', 'mbrainz_3854']",,2006-07-10 00:00:00,"["" 'Blackout (Digitalex Knocked Out remix)'"", "" 'Blackout (Fuzzy remix)'"", "" 'Blackout (Tiasz Come Back remix)'"", "" 'Blackout (original)']"", ""['Blackout (Black in Black Out remix)'"", '[]']",Blackout,k04__fab__discogs__lastFM_8020,1566.0,,SoundMonsters,
lastFM_13472,"['lastFM_13472', 'discogs_27996', 'mbrainz_6386']",ARS Entertainment,2006-01-01 00:00:00,"[' ""Bon baisers d\'ici""', ' ""Bons Baisers D\'Ici""', ' ""Signe De Vie', ' ""Signe de vie', ' ""Singe de vie', ' ""Souris Puisque C\'Est Grave""', ' ""Souris puisque c\'est grave""', "" 'Adieu Mon Bébé Chanteur'"", "" 'Adieu mon bÃ©bÃ© chanteur'"", "" 'Adieu mon bÃƒÂ©bÃƒÂ© chanteur'"", "" 'Bambou'"", "" 'Ce Ne Sera Pas Moi'"", "" 'Ce ne sera pas moi']"", "" 'Clara Veut La Lune'"", "" 'Clara Veut La Lune']"", "" 'Clara veut la lune'"", "" 'DÃ©chaÃ®ne-moi'"", "" 'DÃƒÂ©chaÃƒÂ®ne Moi'"", "" 'Déchaîne-Moi'"", "" 'GÃ©ant'"", "" 'Géant'"", "" 'Je Pense À Elle"", "" 'Je pense Ã\\xa0 elle"", "" 'La FiÃƒÂ¨vre Dans Le Sang'"", "" 'La Fièvre Dans Le Sang'"", "" 'La fiÃ¨vre dans le sang'"", "" 'Madona"", "" 'Madonna"", "" 'Madonna Madonna'"", "" 'Manureva'"", "" 'Palais Royal'"", "" 'Palais royal'"", "" 'Paradis'"", "" 'Revenir Avec Vous'"", "" 'Revenir avec vous'"", "" 'Traces De Toi'"", "" 'Traces de toi'"", "" Elle Pense À Moi'"", "" Madona'"", "" Madonna'"", ' Signe D\'Amour""', "" elle pense Ã\\xa0 moi'"", ' signe d\'amour""', ' singe d\'amour""', '[""L\'Amour En France""', '[""L\'Amour en France""', '[""L\'amour en France""']",Les Singles 1972-1994,lastFM_13472,3944.0,Pop,"Chamfort, Alain",Europe
mbrainz_11989,"['mbrainz_11989', 'k04__fab__discogs__lastFM_25803', 'lastFM_25803']",,,"[' ""Berele\'s Sherele""', ' ""C\'Est Si Bon""', ' ""C\'est Si Bon""', "" 'Bar Mitzvah Special'"", "" 'Dreidel Song'"", "" 'Epilogue: Tears'"", "" 'Frailach Jamboree'"", ' \'Haim Afen Range (""Home on the Range"")\'', "" 'Haim Afen Range'"", "" 'Kiss of Meyer'"", "" 'Litvak Square Dance'"", "" 'Mamaliege Dance'"", "" 'Mechaye War Chant'"", "" 'Paisach in Portugal'"", "" 'Seder Dance'"", "" 'Sweet and Gentle'"", "" 'Trombonik Tanz'"", "" 'Wedding Dance']"", '[\'Prologue: ""...shed no tears before the rain...""\'']",Plays The Music Of Mickey Katz,mbrainz_11989,2444.0,,"Byron, Don",
discogs_156183,"['discogs_156183', 'k04__fab__lastfm__discogs_156183', 'mbrainz_671']",Mesmobeat,2000-01-01,"["" 'Almost Human'"", "" 'Cyber-Funk'"", "" 'Destiny'"", "" 'Eat Static'"", "" 'Fudge'"", "" 'Higher State'"", "" 'Humm II'"", "" 'Instinct'"", "" 'Kinesis'"", "" 'Medicine Wheel'"", "" 'Om Machine'"", "" 'Raga'"", "" 'The Element...']"", "" 'The Fourth Dimension'"", "" 'The Plot'"", "" 'The Watcher'"", "" 'Woman Is Life'"", "" 'Worm-Lips'"", ""['Hallucinate'""]",Prepare Spirit Your,discogs_156183,117.0,Electronic / Dance,Eat Static,United Kingdom of Great Britain and Northern Ireland
k04__fab__discogs__lastFM_15523,"['k04__fab__discogs__lastFM_15523', 'mbrainz_7270', 'lastFM_15523']",,2004-01-01 00:00:00,"["" 'Drop of Lake'"", "" 'Dwellers Forever']"", "" 'Oh Time Thy Pyramids'"", "" 'The Birth and Death of Everyone'"", ""['My Hand the Universe'""]",Oh Joy and Beyond (album),k04__fab__discogs__lastFM_15523,1696.0,,"Reynolds, Ben",United States of America
lastFM_69458,"['lastFM_69458', 'discogs_70345', 'mbrainz_8320']",Geffen Records,1994-01-01 00:00:00,"[' ""Jesus Doesn\'t Want Me For A Sunbeam""', "" 'All Apologies (Solo Acoustic Demo)'"", "" 'All Apologies'"", "" 'Come As You Are'"", "" 'Come as You Are'"", "" 'Dumb (Radio Appearance)'"", "" 'Dumb'"", "" 'Jesus Doesnâ€™t Want Me for a Sunbeam'"", "" 'Jesus Wants Me for a Sunbeam'"", "" 'Lake Of Fire'"", "" 'Lake of Fire'"", "" 'Man Who Sold the World'"", "" 'Oh Me'"", "" 'On A Plain'"", "" 'On a Plain'"", "" 'Penny Royal Tea'"", "" 'Pennyroyal Tea'"", "" 'Plateau'"", "" 'Polly (Solo Acoustic Demo)'"", "" 'Polly'"", "" 'Something In The Way'"", "" 'Something in the Way'"", "" 'The Man Who Sold The World'"", "" 'The Man Who Sold the World'"", "" 'Where Did You Sleep Last Night (Solo Acoustic Demo)']"", "" 'Where Did You Sleep Last Night']"", "" 'Where Did You Sleep Last Night?']"", ""['About A Girl'"", ""['About a Girl'"", ""['Come As You Are (Boom Box Version)'""]",MTV Unplugged in New York,lastFM_69458,1818.5,Rock,Nirvana,United States of America
lastFM_70857,"['lastFM_70857', 'mbrainz_28340', 'k04__fab__discogs__lastFM_70857']",,2003-10-06 00:00:00,"[' ""I Can\'t Steal You""', ' ""I\'m an American""', ' ""Veteran\'s Day""', "" 'After the Last Day of a Heat Wave'"", "" 'Cut Through'"", "" 'Emergency Room Machines Say Breathe'"", "" 'Fd29yrblues'"", "" 'Something in the Night'"", "" 'Song for Sons'"", "" 'Such a Sad Satellite']"", "" 'The Ballad of So and So'"", ' Rain', "" Rain'"", ""['Rain"", ""['Rain Rain Rain'""]",Happiness,lastFM_70857,1716.0,,"Ryan, Matthew",United Kingdom of Great Britain and Northern Ireland
lastFM_17835,"['lastFM_17835', 'k04__fab__discogs__lastFM_17835', 'mbrainz_8335']",,1996-01-01 00:00:00,"["" 'Desert Sun']"", ""['Shape the Future'""]",Shape the Future / Desert Sun,lastFM_17835,414.0,,MFG,United Kingdom of Great Britain and Northern Ireland
lastFM_46871,"['lastFM_46871', 'mbrainz_19064']",,2013-03-20 00:00:00,"["" 'A Palace Shrouded In Emptiness'"", "" 'A Palace Shrouded in Emptiness'"", "" 'Far Beyond...']"", "" 'Into The Dawnless Night'"", "" 'Into the Dawnless Night'"", "" 'Nocturnal Winds'"", "" 'The Spirit Of The Forgotten Woods'"", "" 'The Spirit of the Forgotten Woods'"", "" 'Tortured by the Light of a Thousand Stars'"", "" 'Under The Wings Of Darkness'"", "" 'Under the Wings of Darkness'"", ""['Skies Of Obsidian Rain'"", ""['Skies of Obsidian Rain'""]",Voices from the Eternal Night (orig.),lastFM_46871,2286.0,,Atra Vetosus,
lastFM_24354,"['lastFM_24354', 'discogs_51791', 'mbrainz_11353']",Collectables,2005-01-01 00:00:00,"[' ""I\'ll Be Gone""', ' ""Smokin\'""', ' ""Spice Of Life (Oh Yes You\'re The Best)""', ' ""Spice of Life (Oh Yes', "" 'Be My Babe'"", "" 'Do You Like It... (Girl)'"", "" 'For The Love Of U'"", "" 'For the Love of U'"", "" 'Friday Nites'"", "" 'Funken Town'"", "" 'Intro (Come To Blow Ya Mind)'"", "" 'Intro (Come to Blow Ya Mind)'"", "" 'Party Lites'"", "" 'Smokin'"", "" 'Stay In My Life'"", "" 'Stay in My Life'"", "" 'Steal Your Heart'"", "" 'Sweet Thang'"", "" 'Visions']"", "" 'Wait For Me'"", "" 'Wait for Me'"", ' You\'re the Best)""', ""['Party Lites'"", ""['Snap Shot'""]",Show Time / Visions Of The Lite,lastFM_24354,1672.0,Jazz,Slave,United States of America
mbrainz_10826,"['mbrainz_10826', 'discogs_49352', 'lastFM_23198']",FIXT Music,2010-04-27 00:00:00,"["" '2000 AD'"", "" 'Can You Feel'"", "" 'Ding Ting'"", "" 'Dingo Beats"", "" 'Dingo Beats Part II'"", "" 'Electribes'"", "" 'Horizon Sun'"", "" 'Jupiter'"", "" 'Kokinee'"", "" 'Non-Human'"", "" 'Rule And Conquer'"", "" 'Rule and Conquer'"", "" 'Screamer'"", "" 'Shifter'"", "" 'Sign Of Life'"", "" 'Sign of Life'"", "" 'Sivilizations']"", "" 'Skydiver'"", "" 'Sunrise Over Banff'"", "" 'Sunrise Over Banff']"", "" 'The Darkside Of The Beat'"", "" 'The Darkside of the Beat'"", "" 'Wicked Polar Breakz'"", "" Part I'"", "" Part II'"", ""['Dingo Beats"", ""['Dingo Beats Part I'""]",To The Past From The Future In The Present,mbrainz_10826,2232.0,Electronic / Dance,Moonitor,United States of America
mbrainz_252,"['mbrainz_252', 'discogs_742']",Droppin' Science,2000-01-01 00:00:00,"["" 'Devil Girl From Mars'"", "" 'Earthshaker'"", "" 'From Beyond Infinity']"", "" 'Invader"", "" 'Invader Pt. 2'"", "" 'Mars To Jupiter'"", "" 'Mars to Jupiter'"", "" 'Milkshaker'"", "" 'Space Maidens'"", "" Part 1'"", "" Part 2'"", ""['Invader"", ""['Invader Pt. 1'""]",From Beyond Infinity,mbrainz_252,0.0,Electronic / Dance,Danny Breaks,United Kingdom of Great Britain and Northern Ireland
lastFM_13362,"['lastFM_13362', 'discogs_27767', 'mbrainz_6329']",BadMoodMan Music,2007-12-15 00:00:00,"["" 'Deathwish'"", "" 'End Of Trail']"", "" 'End of Trail']"", "" 'Love Is Poison'"", "" 'Stray Dogs'"", "" 'Straydogs'"", "" 'Trailblazer'"", "" 'You Lose Alone'"", ""['Love is Poison'"", ""['Monster'""]",Dreams Make Monsters,lastFM_13362,378.0,Blues,Floodstain,Russian Federation
mbrainz_1059,"['mbrainz_1059', 'k04__fab__lastfm__discogs_5060', 'discogs_135490']",Star Trak Entertainment,2001-01-01,"[' ""What\'s Wrong With Me""', "" 'Am I High'"", "" 'Baby Doll'"", "" 'Bobby James'"", "" 'BonusTrack'"", "" 'Brain'"", "" 'Outro']"", "" 'Provider'"", "" 'Rock Star'"", "" 'Rock To The Sun (Original Version)'"", "" 'Run To The Sun'"", "" 'Run to the Sun'"", "" 'Stay Together']"", "" 'Tape You'"", "" 'Things Are Getting Better'"", "" 'Truth Or Dare'"", "" 'Truth or Dare'"", ""['Intro'"", ""['Lapdance'""]",In Search Of...,mbrainz_1059,3041.0,Electronic / Dance,N*E*R*D,United States of America
mbrainz_872,"['mbrainz_872', 'discogs_4071', 'lastFM_2033']",Junior High Recordings,1998-01-01 00:00:00,"["" 'Asylum Turned Nursery School'"", "" 'Blood Pressure']"", "" 'Cannibal D.J.'"", "" 'Cannibal DJ'"", "" 'Cerebral Bore'"", "" 'Chrome Padded Cell'"", "" 'House Of Hurt'"", "" 'House of Hurt'"", "" 'Murder The World'"", "" 'The Fear'"", "" 'Torment The Tortured Souls'"", "" 'Torment the Tortured Souls'"", '[""I\'m Going To Hell""', '[""I\'m going to Hell""']",Chrome Padded Cell,mbrainz_872,2900.0,Electronic / Dance,"Tron, DJ",United States of America
mbrainz_11273,"['mbrainz_11273', 'discogs_51610', 'k04__fab__lastfm__discogs_51610']",Polydor,1995-01-01 00:00:00,"["" 'Colors Of The Wind (Original Cast Version)']"", "" 'Colors Of The Wind (Spanish Version)'"", "" 'Colors of the Wind (Spanish version)'"", "" 'Colors of the Wind']"", ""['Colors Of The Wind (Radio Mix)'"", ""['Colors of the Wind'""]",Colors Of The Wind,mbrainz_11273,583.0,Soundtrack / Score,"Williams, Vanessa",Germany
lastFM_10958,"['lastFM_10958', 'k04__fab__discogs__lastFM_10958', 'mbrainz_5256']",,2007-09-25 00:00:00,"[' ""Let\'s Ride (Feat. Spark', ' ""Let\'s Ride (feat. Spark', ' ""Peekin\' Thru Ya Back (Feat. Tre Dizzle)""', ' ""Peekin\' Thru Ya Back (feat. Tre Dizzle)""', ' & Freaks)""', "" 'Black Widow'"", "" 'Boyz in a Box'"", "" 'Can You Feel Me'"", "" 'Can You Feel My Pain'"", "" 'Commercial']"", "" 'FFG (outro)'"", "" 'Fallen From Grace'"", "" 'Ffg Outro'"", "" 'Game of Life'"", "" 'Heartless'"", "" 'Heat'"", "" 'Is It Good (Feat. Lowdown)'"", "" 'Is It Good (feat. Lowdown)'"", "" 'Jot My Life (Feat. Menacide)'"", "" 'Jot My Life (feat. Menacide)'"", "" 'Kill You'"", "" 'Murderland'"", "" 'Next Dimension'"", "" 'Revenge (feat. Lowdown)'"", "" 'Suspect Zero'"", ' JP tha Hustler & Freaks)""', ' Jp Tha Hustler', ' Lowdown', ""['FFG (intro)'"", ""['Ffg Intro'""]",Poetry - Fallen From Grace,lastFM_10958,371.0,,Insane Poetry,United States of America
lastFM_11459,"['lastFM_11459', 'mbrainz_5464']",,1969-01-01 00:00:00,"[""['California Soul']""]",California Soul,lastFM_11459,57.0,,Tamba 4.,United States of America
discogs_15305,"['discogs_15305', 'lastFM_7430', 'mbrainz_3557']",Exegene Records,2006-07-18 00:00:00,"["" 'Dublin Crew']"", "" 'Make Ya Move'"", "" 'Tougher'"", ""['4 Now'""]",The Aerial EP,discogs_15305,1104.0,,Ricky Force,UK
lastFM_25256,"['lastFM_25256', 'mbrainz_1762', 'discogs_18570']",Epic Group Project,2001-01-01 00:00:00,"["" 'Dance To THe Music (US Club Mix)'"", "" 'Dance To The Music (Accapella)']"", "" 'Dance To The Music (Club Mix)'"", "" 'Dance To The Music (Peter Rauhofer Tribal Dub)'"", "" 'Dance to the Music (US club mix)'"", "" 'Dance to the Music (club mix)'"", "" 'In To The Music']"", "" 'Into the Music']"", ""['Dance To The Music (Radio Edit)'"", ""['Dance To The Music (Radio Mix)'"", ""['Dance to the Music (radio edit)'""]",Dance To The Music,lastFM_25256,1180.0,Electronic / Dance,L. Panaflex,France
mbrainz_25043,"['mbrainz_25043', 'lastFM_60398']",,1997-01-01 00:00:00,"[' ""I\'m Gonna Be Strong""', ' ""Let\'s Keep It That Way""', ' ""Love\'s Been a Little Bit Hard on Me""', ' ""The Sweetest Thing (I\'ve Ever Known)""', "" 'All I Have to Do Is Dream'"", "" 'Angel of the Morning'"", "" 'Any Way You Want Me'"", "" 'Break It to Me Gently'"", "" 'Come to Me (With Silver Spur)'"", "" 'Heart of the Night'"", "" 'Hey Baby']"", "" 'Love Like Yours'"", "" 'Queen of Hearts'"", "" 'Sunshine'"", '[""It\'s a Heartache""', '[]']",Country Classics,mbrainz_25043,3241.0,,"Newton, Juice",
discogs_64515,"['discogs_64515', 'lastFM_30168', 'mbrainz_13896']",Oxide Tones,2010-01-01 00:00:00,"["" 'A Maudlin (interlude)'"", "" 'A Maudlin Interlude'"", "" 'As The City Quietly Sleeps...'"", "" 'As the City Quietly Sleeps...'"", "" 'First Sgns Of Summer'"", "" 'First Signs of Summer'"", "" 'Insomnia'"", "" 'Midnight'"", "" 'Nostalgic Moment']"", "" 'Pink'"", "" 'Sunrise'"", ""['Sunset'""]",Until Sunrise,discogs_64515,744.0,Rock,Until Sunrise,Germany
k04__fab__lastfm__discogs_140313,"['k04__fab__lastfm__discogs_140313', 'mbrainz_8173', 'discogs_140313']",Vanguard,1996-04-15 00:00:00,"["" 'Brazilian Flower'"", "" 'Four"", "" 'FrÃ©re Jean Jacques'"", "" 'Frère Jean Jacques'"", "" 'Gypsy In Rio']"", "" 'Gypsy in Rio']"", "" 'In The Heart Of A Rose'"", "" 'In the Heart of a Rose'"", "" 'Island In Space'"", "" 'Island in Space'"", "" 'Mister James Bond'"", "" 'Porcupine Rock'"", "" 'The Little Girl From Mars'"", "" 'The Little Ships'"", "" 'The Mexican Cactus'"", "" 'The Minuet Of The Robots'"", "" 'The Minuet of the Robots'"", "" One'"", ' Three', ' Two', ""['Mary France'""]",The Amazing New Electronic Pop Sound Of Jean Jacques Perrey,k04__fab__lastfm__discogs_140313,1550.0,Electronic / Dance,"Perrey, Jean-Jacques",United States of America
mbrainz_24831,"['mbrainz_24831', 'lastFM_62780']",,2007-11-02 00:00:00,"["" 'Baby Come Home'"", "" 'Born Again'"", "" 'Emily'"", "" 'Ghosts'"", "" 'Go Proud'"", "" 'Honey'"", "" 'Imperfect'"", "" 'Let Go'"", "" 'Ooh Oh'"", "" 'Red Wine Til Daylight'"", "" 'Say Goodbye'"", "" 'Simple Things'"", "" 'Slow Down Baby']"", "" 'red wine til daylight'"", ""['Watch Me Walk'""]",Let Go,mbrainz_24831,522.0,,"Noble, Keri",Japan
discogs_49284,"['discogs_49284', 'lastFM_23168', 'mbrainz_10813']",Ruptured Ambitions|Mass Productions,2001-01-01 00:00:00,"["" 'Funky Moped']"", "" 'Waste Away'"", '[""Every Day\'s Your Last Day""']",Every Day's Your Last Day,discogs_49284,593.0,Rock,Sensa Yuma,UK & Europe
lastFM_46685,"['lastFM_46685', 'mbrainz_18998']",,2005-06-06 00:00:00,"["" 'Ainult unustamiseks'"", "" 'Jalgpall on parem kui sex'"", "" 'Jalgpall on parem kui sex']"", "" 'Kalamaja cowboy'"", "" 'LÃ¤hme sÃµidame'"", "" 'LÃƒÂ¤hme sÃƒÂµidame'"", "" 'Mina"", "" 'MÃµistus on kadunud'"", "" 'MÃ¼rk'"", "" 'MÃƒÂµistus on kadunud'"", "" 'MÃƒÂ¼rk'"", "" 'Olen kuul'"", "" 'Rikutud sÃ¼da'"", "" 'Rikutud sÃƒÂ¼da'"", "" 'Sina oled Ãµige'"", "" 'Sina oled ÃƒÂµige'"", "" 'Sinu sÃ¼les'"", "" 'Sinu sÃƒÂ¼les'"", "" 'Tantsin sinuga taevas'"", "" 'Valgus'"", "" 'ainult unustamiseks'"", "" 'Ãƒâ€žra viska mind ÃƒÂ¤ra'"", "" 'Ã„ra viska mind Ã¤ra'"", "" Margus ja Priit'"", ' Pets', ""['Olen Kuul'"", ""['Olen kuul'""]",Live Unplugged,lastFM_46685,807.5,,Smilers,Estonia
mbrainz_2075,"['mbrainz_2075', 'lastFM_4546']",,2007-04-21 00:00:00,,Cosmic Colors,mbrainz_2075,2978.0,,Akasha Project,Germany
mbrainz_3389,"['mbrainz_3389', 'k04__fab__lastfm__discogs_14629', 'discogs_25361']",Pyramid,1990-01-01 00:00:00,"["" 'Ecosystem'"", "" 'Education?'"", "" 'Holahola'"", "" 'Love II'"", "" 'Nooga'"", "" 'Noooa'"", "" 'Pelakuu'"", "" 'Pelogi']"", "" 'Vesi'"", ""['Dance And Visions'"", ""['Dance and Visions'""]",Dance And Visions,mbrainz_3389,440.0,Electronic / Dance,RinneRadio,Finland
lastFM_64124,"['lastFM_64124', 'discogs_146795', 'mbrainz_25432']",Freedom Rain,2003-10-01 00:00:00,"[' ""Don\'t Close Your Eyes""', "" 'Another Day'"", "" 'Every Road I Travel'"", "" 'Face The World'"", "" 'Face the World'"", "" 'Frankie'"", "" 'Jezebel'"", "" 'Mother Of Violence'"", "" 'Mother of Violence'"", "" 'Que Pasa Loco Baby?'"", "" 'Shine Your Light'"", "" 'The Bridges You Burn'"", "" 'Up In Dreamland']"", "" 'Up in Dreamland']"", "" 'Where Do We Go From Here'"", '[""Let\'s Come Alive""', '[]']",Up In Dreamland,lastFM_64124,3636.0,Pop,"Romani, Graziano",Italy
lastFM_56425,"['lastFM_56425', 'mbrainz_22234', 'k04__fab__discogs__lastFM_56425']",,2013-09-01 00:00:00,"["" 'A Long Way To Go'"", "" 'A Long Way to Go'"", "" 'Failure Is A Success'"", "" 'Failure is a Success'"", "" 'Fighting The Odds'"", "" 'Fighting the Odds'"", "" 'Keep Running'"", "" 'Last Exit To Nowhere'"", "" 'Last Exit to Nowhere'"", "" 'My Own Demise'"", "" 'No Place To Call Home']"", "" 'No Place to Call Home']"", "" 'Over And Out'"", "" 'Over and Out'"", "" 'Revived And Alive'"", "" 'Revived and Alive'"", "" 'Right Choice"", "" 'Sometime"", "" 'The Future Is Yours To Make'"", "" 'The Future is Yours to Make'"", "" 'Weapons Of Massive Distraction'"", "" 'Weapons of Massive Distraction'"", "" Someday (Interlude)'"", "" Someday'"", "" Wrong Feeling'"", ""['The Blissful Art Of Selling (Intro)'"", ""['The Blissful Art of Selling'""]",Straightaway - Nowhere Exit To Last,lastFM_56425,1989.0,,Straightaway,France
mbrainz_1220,"['mbrainz_1220', 'discogs_5776']",Metropolis,2004-01-01 00:00:00,"["" 'Contact'"", "" 'Digital'"", "" 'Go International'"", "" 'Icarus']"", "" 'Poisonous Friend'"", "" 'Separation'"", "" 'Soul Diver'"", "" 'Torch'"", "" 'Watching Over You'"", ""['Transformer'""]",Beyond Flatline,mbrainz_1220,2130.0,Electronic / Dance,Seabound feat.,United States of America
lastFM_72772,"['lastFM_72772', 'mbrainz_29170']",,2013-11-13 00:00:00,"[' ""Don\'t Stop The Music (Instrumental)""', ' ""Don\'t Stop The Music (tofubeats URL mix)""', "" 'In Real Life'"", "" 'Ã¦Å“?Ã£?Å’Ã¦?Â¥Ã£â€šâ€¹Ã£?Â¾Ã£?Â§Ã§Âµâ€šÃ£â€š?Ã£â€šâ€¹Ã¤Âºâ€¹Ã£?Â®Ã§â€žÂ¡Ã£?â€žÃ£Æ’â‚¬Ã£Æ’Â³Ã£â€šÂ¹Ã£â€šâ€™ (mix for DonÃ¢â‚¬â„¢t Stop The Music)']"", "" 'Ã§Â¥Å¾Ã¦Ë†Â¸Ã£?Â§Ã©â‚¬Â¢Ã£?Ë†Ã£?Å¸Ã£â€šâ€° (Instrumental)'"", "" 'Ã§Â¥Å¾Ã¦Ë†Â¸Ã£?Â§Ã©â‚¬Â¢Ã£?Ë†Ã£?Å¸Ã£â€šâ€°'"", "" 'ã?Šã?—ã?ˆã?¦æ¤œç´¢ (Instrumental)'"", "" 'ã?Šã?—ã?ˆã?¦æ¤œç´¢'"", "" 'ç¥žæˆ¸ã?§é€¢ã?ˆã?Ÿã‚‰ (Instrumental)']"", "" 'ç¥žæˆ¸ã?§é€¢ã?ˆã?Ÿã‚‰'"", '[""Don\'t Stop The Music""', '[""Don\'t Stop the Music""']",Don't Stop The Music,lastFM_72772,957.0,,TOFUBEATS,Japan
