_id,_fusion_sources,userScore,releaseYear,platform,developer,id,name,ESRB,series,criticScore,genres,globalSales,publisher
metacritic_6186,"['metacritic_6186', 'dbpedia_1512', 'sales_4966']",7.75,2005-01-01 00:00:00,Nintendo DS,Vicarious Visions,metacritic_6186,Ultimate Spider-Man,E10+,,78.0,"Action,Action Adventure,Beat-'Em-Up,General,Platformer,Beat-'Em-Up,2D",0.0,Activision
metacritic_16676,"['metacritic_16676', 'dbpedia_11803']",8.2,2009-01-01 00:00:00,PlayStation Portable (PSP),"Papaya Studios,Papaya Studio",metacritic_16676,Ben 10 Alien Force: Vilgax Attacks,E10+,,61.0,"Action,General,General",,
metacritic_1078,"['metacritic_1078', 'dbpedia_9163']",8.4,2009-01-01 00:00:00,Wii,Nintendo Switch,metacritic_1078,New Super Mario Bros. Wii,E,Uno (card game),87.0,"Action,Platformer,Platformer,2D,2D",,
sales_1413,"['sales_1413', 'dbpedia_53946', 'metacritic_2446']",7.8,2013-01-01 00:00:00,PlayStation 3,Ubisoft Toronto,sales_1413,Tom Clancy's Splinter Cell: Blacklist,M,Tom Clancy's Splinter Cell,84.0,"Action Adventure,Modern,General,Modern",0.0,Ubisoft
dbpedia_26367,"['dbpedia_26367', 'metacritic_3130']",7.7,2016-01-01 00:00:00,Windows PC,Ryu ga Gotoku Studios,dbpedia_26367,Yakuza 6: The Song of Life,M,Yakuza (franchise),82.0,"Action Adventure,Open-World",,
dbpedia_4998,"['dbpedia_4998', 'metacritic_8146']",,2004-01-01 00:00:00,Xbox,Free Radical Design,dbpedia_4998,Second Sight,T,,75.0,"Action Adventure,Sci-Fi",,
metacritic_13834,"['metacritic_13834', 'dbpedia_44128', 'sales_7428']",6.75,2007-01-01 00:00:00,Nintendo DS,EA Redwood Shores,metacritic_13834,MySims,E,The Sims,68.5,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",0.0,Electronic Arts
metacritic_17768,"['metacritic_17768', 'dbpedia_55284']",7.5,2022-01-01 00:00:00,Nintendo Switch,Nightdive Studios,metacritic_17768,THE HOUSE OF THE DEAD: Remake,M,,57.0,"Action,Shooter,Light Gun",,
metacritic_145,"['metacritic_145', 'dbpedia_62442']",,2007-01-01 00:00:00,Windows PC,Valve Corporation,metacritic_145,Team Fortress 2,M,,92.0,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",,
metacritic_11590,"['metacritic_11590', 'dbpedia_56317']",6.5,2018-01-01 00:00:00,Nintendo Switch,Compile Heart,metacritic_11590,Megadimension Neptunia VIIR,T,Hyperdimension Neptunia,71.0,"Role-Playing,Japanese-Style",,
dbpedia_58855,"['dbpedia_58855', 'sales_3460']",6.6,2003-01-01 00:00:00,Game Boy Advance,Budcat Creations,dbpedia_58855,Madden NFL 2004,E,Madden NFL,70.0,Sports game,0.0,Electronic Arts
metacritic_9865,"['metacritic_9865', 'dbpedia_3837', 'sales_4041']",8.0,2010-01-01 00:00:00,Nintendo DS,Griptonite Games,metacritic_9865,Spider-Man: Shattered Dimensions,E10+,,74.0,"Action,Action Adventure,Adventure,General,Beat-'Em-Up,Open-World,Fantasy,Third-Person,Fantasy,3D",0.0,Activision
metacritic_19944,"['metacritic_19944', 'dbpedia_45893', 'sales_3776']",6.5,2010-01-01 00:00:00,Wii,Next Level Games,metacritic_19944,Transformers: Cybertron Adventures,T,,41.0,"Action,Action Adventure,Sci-Fi,Sci-Fi,General,Shooter,Third-Person,Arcade",,Activision
metacritic_8807,"['metacritic_8807', 'dbpedia_9761']",7.5,2005-01-01 00:00:00,Nintendo 3DS,Success (company),metacritic_8807,Zoo Keeper,E,,74.0,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Matching,General",,
metacritic_7572,"['metacritic_7572', 'dbpedia_36735']",,2018-01-01 00:00:00,Nintendo Switch,Blue Wizard Digital,metacritic_7572,Friday the 13th: Killer Puzzle,M,Friday the 13th (franchise),76.0,"Puzzle,Action",,
metacritic_12147,"['metacritic_12147', 'dbpedia_61824', 'sales_7656']",8.5,2007-01-01 00:00:00,Nintendo DS,Shin'en Multimedia,metacritic_12147,Garfield's Nightmare,E,,70.0,"Action,Platformer,Platformer,2D,2D",0.0,Game Factory
k04__fab__sales__dbpedia_59296,"['k04__fab__sales__dbpedia_59296', 'metacritic_13752', 'dbpedia_17248']",6.8,2017-01-01 00:00:00,PlayStation 4,"Frozenbyte, Inc.",k04__fab__sales__dbpedia_59296,Nine Parchments,,,67.0,Action game role-playing,,
metacritic_10055,"['metacritic_10055', 'dbpedia_611']",6.9,2007-01-01 00:00:00,Wii,Konami,metacritic_10055,Dance Dance Revolution Hottest Party 3,E10+,,73.0,"Action,Miscellaneous,Rhythm,Dancing,Dancing",,
dbpedia_10195,"['dbpedia_10195', 'metacritic_7086']",7.9,2009-01-01 00:00:00,Windows PC,Raven SoftwaRe,dbpedia_10195,X-Men Origins: Wolverine,M,,77.0,"Action,General,Beat-'Em-Up,2D,3D",,
metacritic_20000,"['metacritic_20000', 'dbpedia_19872', 'sales_7859']",5.8,2004-01-01 00:00:00,Nintendo GameCube,Taito Corporation,metacritic_20000,Space Raiders,T,,40.0,"Action,Shooter,Third-Person,Sci-Fi",0.0,Taito
dbpedia_31474,"['dbpedia_31474', 'sales_1100', 'metacritic_1109']",8.1,2006-01-01 00:00:00,PlayStation Portable (PSP),Kojima Productions,dbpedia_31474,Metal Gear Solid: Portable Ops,M,Metal Gear,87.0,"Action Adventure,Modern,General,Modern",,Konami Digital Entertainment
dbpedia_42388,"['dbpedia_42388', 'sales_1593', 'metacritic_9226']",7.0,2010-01-01 00:00:00,PlayStation 3,EA Montreal,dbpedia_42388,Army of Two: The 40th Day,M,,74.0,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",0.0,Electronic Arts
metacritic_11034,"['metacritic_11034', 'sales_7233', 'dbpedia_10590']",7.15,2006-01-01 00:00:00,Windows PC,"Ascaron Entertainment GmbH,Ascaron Entertainment",metacritic_11034,DarkStar One,T,,71.0,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",0.0,Ubisoft
metacritic_15057,"['metacritic_15057', 'dbpedia_13796']",6.4,2010-01-01 00:00:00,PlayStation 3,Vicious Cycle Software,metacritic_15057,Matt Hazard: Blood Bath and Beyond,M,,65.0,"Action,Action Adventure,Modern,Shooter,Scrolling,Shoot-'Em-Up,Vertical",,
dbpedia_40897,"['dbpedia_40897', 'k04__fab__sales__dbpedia_47915']",,1985-01-01 00:00:00,,Sandbox,dbpedia_40897,Spelunker,,,,Platform game,,
dbpedia_5208,"['dbpedia_5208', 'metacritic_7646']",,2012-01-01 00:00:00,PlayStation 3,Eat Sleep Play,dbpedia_5208,Twisted Metal,M,,76.0,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",,
sales_1994,"['sales_1994', 'metacritic_576', 'dbpedia_39997']",8.55,2003-01-01 00:00:00,Nintendo GameCube,Amusement Vision,sales_1994,F-Zero GX,T,F-Zero,89.0,"Driving,Racing,Futuristic",0.0,
dbpedia_5723,"['dbpedia_5723', 'metacritic_4852']",8.1,2008-01-01 00:00:00,Wii,HB Studios,dbpedia_5723,FIFA Soccer 09 All-Play,E,FIFA (video game series),,"Sports,Traditional,Team,Soccer,Sim,Sim",,
dbpedia_34343,"['dbpedia_34343', 'metacritic_20362']",3.4,2006-01-01 00:00:00,Windows PC,Direct Action Games,dbpedia_34343,World War II Combat: Iwo Jima,M,,26.0,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",,
dbpedia_9225,"['dbpedia_9225', 'metacritic_15265']",6.0,2017-01-01 00:00:00,Nintendo 3DS,Nintendo EPD,dbpedia_9225,Tank Troopers,E,,64.0,"Simulation,Vehicle,Combat",,
metacritic_20312,"['metacritic_20312', 'dbpedia_47070']",4.3,2011-01-01 00:00:00,PlayStation 3,,metacritic_20312,DreamWorks Kung Fu Panda 2,E10+,,31.0,Role-playing video game,,
dbpedia_63856,"['dbpedia_63856', 'metacritic_2482']",7.2,2001-01-01 00:00:00,Game Boy Advance,Sonic Team,dbpedia_63856,ChuChu Rocket!,E,,84.0,"Miscellaneous,Puzzle,General",,
dbpedia_9529,"['dbpedia_9529', 'k04__fab__sales__dbpedia_53932']",,1997-01-01 00:00:00,Nintendo 64,Pacific Coast Power & Light,dbpedia_9529,Nuclear Strike,,,,Shooter game,,
sales_2561,"['sales_2561', 'dbpedia_55536', 'metacritic_17214']",6.35,2013-01-01 00:00:00,Nintendo 3DS,Dimps Corporation,sales_2561,Sonic: Lost World,E10+,,59.0,Platform game,0.0,Sega
metacritic_14821,"['metacritic_14821', 'dbpedia_29313']",7.9,2006-01-01 00:00:00,Windows PC,GSC Game World,metacritic_14821,Heroes of Annihilated Empires,T,,65.0,"Strategy,Real-Time,Fantasy,General,Fantasy",,
dbpedia_14598,"['dbpedia_14598', 'sales_7611', 'metacritic_14770']",7.5,2004-01-01 00:00:00,Xbox,Amaze Entertainment,dbpedia_14598,Digimon Rumble Arena 2,T,List of Digimon video games,65.0,"Action,Fighting,2D",0.0,
sales_5414,"['sales_5414', 'metacritic_5505', 'dbpedia_58387']",6.65,2006-01-01 00:00:00,PlayStation 3,Visual Concepts,sales_5414,NHL 2K7,E10+,NHL 2K,79.0,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",0.0,Take-Two Interactive
dbpedia_3984,"['dbpedia_3984', 'metacritic_4670', 'sales_1454']",7.75,2015-01-01 00:00:00,PlayStation 4,SCEA San Diego Studios,dbpedia_3984,MLB 15: The Show,E,MLB: The Show (series),80.0,"Traditional,Sports,Team,Baseball,Sim",0.0,Sony Computer Entertainment
dbpedia_32181,"['dbpedia_32181', 'metacritic_15110']",5.8,2022-01-01 00:00:00,Nintendo Switch,Bamtang,dbpedia_32181,Nickelodeon Kart Racers 3: Slime Speedway,E,Nicktoons,64.0,"Racing,Arcade,Automobile",,
sales_3457,"['sales_3457', 'dbpedia_46863', 'metacritic_8796']",7.55,2013-01-01 00:00:00,Windows PC,Iron Galaxy Studios,sales_3457,Batman: Arkham Origins,T,,74.0,"Action Adventure,Fantasy,Fantasy,Open-World",0.0,Warner Bros. Interactive Entertainment
sales_1848,"['sales_1848', 'metacritic_1010', 'dbpedia_4752']",8.25,2010-01-01 00:00:00,Windows PC,DICE (company),sales_1848,Battlefield: Bad Company 2,M,,87.0,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",0.0,Electronic Arts
k02_noncorner_games_00093__sales,"['k02_noncorner_games_00093__sales', 'k02_noncorner_games_00093__dbpedia', 'k02_noncorner_games_00093__metacritic']",,2021-01-01 00:00:00,Nintendo Switch,Northstar Quill,k02_noncorner_games_00093__sales,Lumen Harbor,,,,"Simulation,Strategy,Management",,
dbpedia_59505,"['dbpedia_59505', 'sales_1934', 'metacritic_4908']",7.75,2005-01-01 00:00:00,Nintendo GameCube,EA Canada,dbpedia_59505,FIFA Soccer 06,E,,80.0,"Sports,Traditional,Soccer,Sim",0.0,Electronic Arts
k02_noncorner_games_00019__sales,"['k02_noncorner_games_00019__sales', 'k02_noncorner_games_00019__metacritic', 'k02_noncorner_games_00019__dbpedia']",,2021-09-14 00:00:00,Nintendo Switch,Morrow Vale Studio,k02_noncorner_games_00019__sales,Auric Cartography,,,,"Strategy,Simulation,Educational",,
sales_2565,"['sales_2565', 'dbpedia_16236', 'metacritic_6271']",8.8,2007-01-01 00:00:00,Wii,Intelligent Systems,sales_2565,Fire Emblem: Radiant Dawn,E10+,,78.0,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",0.0,Nintendo
metacritic_1143,"['metacritic_1143', 'sales_889', 'dbpedia_14944']",8.350000000000001,2004-01-01 00:00:00,PlayStation 2,Electronic Arts Tiburon,metacritic_1143,NASCAR 2005: Chase for the Cup,E,,87.0,"Driving,Racing,Stock Car",1.0,Electronic Arts
dbpedia_42858,"['dbpedia_42858', 'metacritic_9952']",7.2,2014-01-01 00:00:00,Linux / SteamOS,Vagabond Dog,dbpedia_42858,Always Sometimes Monsters,,,73.0,"General,Adventure,General",,
metacritic_3788,"['metacritic_3788', 'dbpedia_40372', 'sales_5591']",8.05,2005-01-01 00:00:00,Windows PC,Microsoft Game Studios Japan,metacritic_3788,Phantom Dust,T,,81.0,Real-time strategy,0.0,Microsoft Game Studios
dbpedia_8644,"['dbpedia_8644', 'sales_7736', 'metacritic_2388']",8.3,2007-01-01 00:00:00,PlayStation 3,Splash Damage,dbpedia_8644,Enemy Territory: Quake Wars,T,Quake (series),84.0,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",0.0,Activision
metacritic_11867,"['metacritic_11867', 'k04__fab__sales__dbpedia_11199', 'dbpedia_11199']",6.4,2020-01-01 00:00:00,Windows PC,Double Eleven (company),metacritic_11867,Minecraft Dungeons,E10+,,70.0,"Action Adventure,Open-World,Role-Playing,Action RPG",,
metacritic_18869,"['metacritic_18869', 'dbpedia_5245']",6.9,2001-01-01 00:00:00,PlayStation 2,Pipe Dream Interactive,metacritic_18869,Star Trek: Voyager – Elite Force,T,,52.0,"Action,Shooter,First-Person,Sci-Fi",,
dbpedia_9646,"['dbpedia_9646', 'metacritic_10954']",5.1,2018-01-01 00:00:00,PlayStation 4,Capcom,dbpedia_9646,Capcom Beat 'Em Up Bundle,T,,71.0,"Miscellaneous,Compilation",,
metacritic_11731,"['metacritic_11731', 'dbpedia_46034']",8.1,2008-01-01 00:00:00,Windows PC,Koei,metacritic_11731,Romance of the Three Kingdoms XI,E10+,Romance of the Three Kingdoms (video game series),70.0,"Strategy,Turn-Based,Real-Time,Historic,General,Historic",,
metacritic_10040,"['metacritic_10040', 'dbpedia_12119']",6.4,2018-01-01 00:00:00,Windows PC,"Cyanide,Cyanide Studios",metacritic_10040,Space Hulk: Tactics,,"Warhammer 40,000",73.0,"Strategy,Turn-Based,Tactics",,
metacritic_5014,"['metacritic_5014', 'dbpedia_45412']",8.6,2014-01-01 00:00:00,Linux / SteamOS,Irrational Games,metacritic_5014,BioShock Infinite: Burial at Sea - Episode Two,M,,80.0,"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade",,
metacritic_8232,"['metacritic_8232', 'sales_3150', 'dbpedia_48601']",7.85,2006-01-01 00:00:00,PlayStation Portable (PSP),EA Tiburon,metacritic_8232,NCAA Football 07,E,,75.0,"Sports,Traditional,Team,Football,Sim,Sim",0.0,Electronic Arts
metacritic_238,"['metacritic_238', 'dbpedia_46911', 'sales_185']",8.7,2004-01-01 00:00:00,PlayStation 2,Konami Computer Entertainment Japan,metacritic_238,Metal Gear Solid 3: Snake Eater,M,,91.0,"Action Adventure,Modern",4.0,Konami Digital Entertainment
metacritic_5847,"['metacritic_5847', 'dbpedia_30677', 'sales_1872']",7.0,2005-01-01 00:00:00,Linux / SteamOS,"id Software, Nerve Software",metacritic_5847,DOOM 3: Resurrection of Evil,M,,77.0,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",0.0,Activision
dbpedia_4201,"['dbpedia_4201', 'metacritic_3649']",,1997-01-01 00:00:00,Windows PC,Smoking Car Productions,dbpedia_4201,The Last Express,T,,82.0,"Adventure,General,General",,
dbpedia_3613,"['dbpedia_3613', 'metacritic_5286', 'sales_2200']",5.65,2013-01-01 00:00:00,PlayStation 4,Vicarious Visions,dbpedia_3613,Skylanders: Swap Force,E10+,Skylanders,84.0,"Action,Platformer,Platformer,3D,3D",0.0,Activision
metacritic_5368,"['metacritic_5368', 'dbpedia_12783']",7.0,2005-01-01 00:00:00,Windows PC (Microsoft Store),Carbonated Games,metacritic_5368,Hexic,E,,79.0,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",,
metacritic_748,"['metacritic_748', 'dbpedia_28431']",7.4,2022-01-01 00:00:00,Xbox Series X,Sam Barlow (game designer),metacritic_748,Immortality,,,88.0,"Adventure,General",,
metacritic_3942,"['metacritic_3942', 'sales_2963', 'dbpedia_13888']",8.2,2007-01-01 00:00:00,Windows PC,Triumph Studios,metacritic_3942,Overlord,T,,78.5,"Action Adventure,Fantasy,General,Fantasy",0.0,Codemasters
dbpedia_10434,"['dbpedia_10434', 'metacritic_1817']",8.4,1998-01-01 00:00:00,Nintendo 64,Factor 5,dbpedia_10434,Star Wars: Rogue Squadron,T,,85.0,"Simulation,Sci-Fi,Small Spaceship",,
sales_6625,"['sales_6625', 'dbpedia_44670', 'metacritic_14197']",7.5,2006-01-01 00:00:00,Windows PC,"10tacle Studios, Fusionsphere Systems",sales_6625,Secret Files: Tunguska,T,,65.5,"Adventure,General,General,Point-and-Click",0.0,Koch Media
dbpedia_21839,"['dbpedia_21839', 'metacritic_13633']",7.9,2014-01-01 00:00:00,PlayStation Vita,"Tamsoft,Marvelous AQL",dbpedia_21839,Senran Kagura Shinovi Versus,M,Senran Kagura,67.0,"Action,General",,
metacritic_19897,"['metacritic_19897', 'dbpedia_58575', 'sales_4860']",3.9499999999999997,2010-01-01 00:00:00,Xbox 360,Game Republic,metacritic_19897,Clash of the Titans: The Videogame,T,,42.0,"Action Adventure,Historic,General,Historic",0.0,Namco Bandai Games
metacritic_17870,"['metacritic_17870', 'dbpedia_46553', 'k04__fab__sales__dbpedia_46553']",8.3,2013-01-01 00:00:00,Windows PC,Ice-Pick Lodge,metacritic_17870,Knock-Knock,,,57.0,"General,Miscellaneous,Adventure,General",,
metacritic_361,"['metacritic_361', 'sales_743', 'dbpedia_19903']",8.65,1999-01-01 00:00:00,PlayStation,Japan Studio,metacritic_361,Ape Escape,E,Ape Escape,90.0,"Action,Platformer,3D",1.0,Sony Computer Entertainment
dbpedia_47218,"['dbpedia_47218', 'metacritic_10698']",7.8,2016-01-01 00:00:00,Nintendo Switch,Telltale Games,dbpedia_47218,Batman: The Telltale Series,M,List of Batman video games,72.0,"Adventure,Point-and-Click",,
dbpedia_56330,"['dbpedia_56330', 'metacritic_13939', 'sales_1830']",7.4,2003-01-01 00:00:00,Windows PC,Namco,dbpedia_56330,Dead to Rights,M,Dead to Rights (series),70.0,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",0.0,Electronic Arts
metacritic_10348,"['metacritic_10348', 'dbpedia_49884', 'sales_5598']",7.949999999999999,2005-01-01 00:00:00,Windows PC,Wideload Games Inc.,metacritic_10348,Stubbs the Zombie in Rebel Without a Pulse,M,,73.5,"Action Adventure,Sci-Fi,Sci-Fi,General",0.0,THQ
dbpedia_62107,"['dbpedia_62107', 'metacritic_6884']",7.0,2022-01-01 00:00:00,Windows PC,INTERIOR/NIGHT,dbpedia_62107,As Dusk Falls,M,,77.0,Interactive fiction,,
k04__fab__sales__dbpedia_37629,"['k04__fab__sales__dbpedia_37629', 'dbpedia_63143']",,2008-01-01 00:00:00,,Taito Corporation,k04__fab__sales__dbpedia_37629,Exit,,,,game Puzzle-platform,,
dbpedia_58973,"['dbpedia_58973', 'metacritic_11420', 'sales_4890']",8.149999999999999,2012-01-01 00:00:00,Xbox 360,Omega Force,dbpedia_58973,Warriors Orochi 3,T,,71.0,"Action,Beat-'Em-Up,Beat-'Em-Up,3D",0.0,Ubisoft Annecy
metacritic_6288,"['metacritic_6288', 'dbpedia_1930']",,2000-01-01 00:00:00,Linux / SteamOS,Ritual Entertainment,metacritic_6288,Heavy Metal: F.A.K.K. 2,M,,78.0,"Action,Shooter,Shooter,Third-Person,Fantasy,Arcade",,
metacritic_18914,"['metacritic_18914', 'dbpedia_16452', 'k04__fab__sales__dbpedia_26654']",5.0,2000-01-01 00:00:00,Windows PC,Attention To Detail,metacritic_18914,Sydney 2000,E,,51.0,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",,
sales_4415,"['sales_4415', 'metacritic_16958', 'dbpedia_56487']",7.199999999999999,2007-01-01 00:00:00,PlayStation 3,"Mercury Steam, Alchemic Productions",sales_4415,Clive Barker's Jericho,M,,60.0,"Action Adventure,Horror,Horror,Survival",0.0,Codemasters
dbpedia_44086,"['dbpedia_44086', 'metacritic_16385', 'sales_6804']",,2004-01-01 00:00:00,Xbox,Lavastorm Analytics,dbpedia_44086,King Arthur,T,,61.0,Action-adventure game,0.0,Konami Digital Entertainment
dbpedia_35051,"['dbpedia_35051', 'sales_7750', 'metacritic_8299']",8.350000000000001,2004-01-01 00:00:00,Windows PC,Elixir Studios,dbpedia_35051,Evil Genius,T,,75.0,Real-time strategy,0.0,Vivendi Games
dbpedia_49490,"['dbpedia_49490', 'metacritic_20147']",2.3,2018-01-01 00:00:00,Windows PC,OtherSide Entertainment,dbpedia_49490,Underworld Ascendant,T,,37.0,"Role-Playing,General",,
dbpedia_15290,"['dbpedia_15290', 'sales_2321', 'metacritic_3248']",8.9,2002-01-01 00:00:00,Game Boy Advance,Inti Creates,dbpedia_15290,Mega Man Zero,E,,82.0,"Action,Platformer,2D",0.0,Capcom
sales_47,"['sales_47', 'dbpedia_6494', 'metacritic_11510']",2.75,2013-01-01 00:00:00,PlayStation 3,Infinity Ward,sales_47,Call of Duty: Ghosts,M,,71.0,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",9.0,Activision
dbpedia_55092,"['dbpedia_55092', 'sales_3530', 'metacritic_6938']",8.2,2011-01-01 00:00:00,PlayStation 3,SNK Playmore,dbpedia_55092,The King of Fighters XIII,T,The King of Fighters,77.0,"Action,Fighting,Fighting,2D,2D",0.0,Rising Star Games
sales_1349,"['sales_1349', 'metacritic_8251', 'dbpedia_53460']",8.3,2006-01-01 00:00:00,PlayStation Portable (PSP),Access Games,sales_1349,Ace Combat X: Skies of Deception,T,,75.0,"Simulation,Flight,Modern Jet,Modern Jet,Combat",0.0,Namco Bandai Games
metacritic_850,"['metacritic_850', 'dbpedia_64025']",5.3,2002-01-01 00:00:00,Nintendo GameCube,EA Canada,metacritic_850,NBA Street,E,,88.0,"Sports,Traditional,Basketball,Arcade",,
metacritic_19301,"['metacritic_19301', 'dbpedia_1064']",5.8,2009-01-01 00:00:00,Windows PC,DNS Development,metacritic_19301,Twin Sector,E10+,,49.0,"Action Adventure,Modern,General,Modern,Linear",,
k04__fab__sales__dbpedia_27883,"['k04__fab__sales__dbpedia_27883', 'dbpedia_37406', 'metacritic_19850']",6.8,2012-01-01 00:00:00,Nintendo 3DS,Cycle Vicious Software,k04__fab__sales__dbpedia_27883,Ben 10: Omniverse,E10+,,43.0,"Role-Playing,Massively Multiplayer Online,Fantasy,Action,Action Adventure,General,General",,
metacritic_7349,"['metacritic_7349', 'sales_7763', 'dbpedia_23543']",,2005-01-01 00:00:00,Nintendo GameCube,Sonic Team,metacritic_7349,Puyo Pop Fever,E,,74.0,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",0.0,Sega
dbpedia_23374,"['dbpedia_23374', 'metacritic_17931']",4.4,2019-01-01 00:00:00,PlayStation 4,"Spike Chunsoft Co. Ltd.,Spike Chunsoft",dbpedia_23374,Jump Force,T,,56.0,"Action Adventure,General,Action,Fighting,3D",,
dbpedia_5287,"['dbpedia_5287', 'sales_7229', 'metacritic_3065']",7.8,2006-01-01 00:00:00,PlayStation Portable (PSP),Codemasters,dbpedia_5287,TOCA Race Driver 3,E10+,TOCA (series),83.0,Racing game,0.0,Cod emasters
sales_1495,"['sales_1495', 'dbpedia_41668', 'metacritic_10890']",7.7,2001-01-01 00:00:00,PlayStation 2,EA Redwood Shores,sales_1495,James Bond 007: Agent Under Fire,T,,71.0,"Action,Shooter,First-Person,Modern",0.0,Electronic Arts
sales_3619,"['sales_3619', 'dbpedia_14491', 'metacritic_7513']",7.45,2009-01-01 00:00:00,Nintendo DS,Blue Castle Games,sales_3619,The BIGS 2,E10+,,72.0,"Sports,Traditional,Team,Baseball,Arcade,Arcade",0.0,Take-Two Interactive
dbpedia_51156,"['dbpedia_51156', 'metacritic_17048']",7.4,2011-01-01 00:00:00,Windows PC,Team17,dbpedia_51156,Worms Ultimate Mayhem,,,59.0,"Strategy,Turn-Based,General,General,Artillery",,
metacritic_355,"['metacritic_355', 'sales_799', 'dbpedia_15017']",7.95,2006-01-01 00:00:00,Xbox 360,Ubisoft Paris,metacritic_355,Tom Clancy's Ghost Recon Advanced Warfighter,T,,90.0,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",1.0,Ubisoft
dbpedia_41109,"['dbpedia_41109', 'k04__fab__sales__dbpedia_20752']",,2009-01-01 00:00:00,,SFB,dbpedia_41109,Street Fighter,,,,game Adventure,,<N A>
