id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,Attribute_11
sales_257,Battlefield 4,2013-01-01 00:00:00,EA DICE,EA,PlayStation 3,Shooter,BO,5.8,M,3
sales_258,,2009-01-01 00:00:00,Rocksteady Studios,Eidos Intdrqctibe,Xbox 360,Action,92.0,8.7,T,3
sales_259,Battlefield 4,,EA DICE,Electronic Arts,Xbox 360,Shooter,79.0,,M,"3,000,000"
sales_260,Battlefield: Bad Company 2,2010-01-01 00:00:00,,EA,Xbox 360,Shooter,iu,8.6,M,3
sales_261,Guitar Hero: On Tour,2008-01-01 00:00:00,,Activision,Nintendo DS,Misc,71.0,8.8,E10+,3000000
sales_262,Clubhouse Games,2006-01-01 00:00:00,Avdjda,,Nintendo DS,Misc,83.0,,E,3
sales_263,Borderlands,,GearboxSoftware,Take-Tao Intetavtive,Xbox 360,Shooter,84.0,8.2,,3 000 000
sales_264,Tekken 4,2002-01-01 00:00:00,Nam,Namco Bandai Games,PlayStation 2,Figngong,7 9,,T,3 000 000
sales_266,Metal Gear Solid V: The Phantom Pain,2015-01-01 00:00:00,"Productions, Moby Dick Studio",Konami Digital Entertainment,PlayStation 4,Fighting,93.0,8. 2,M,
sales_267,Spider-Man 2,2004-01-01 00:00:00,Treyarch,Activision,PlayStation 2,,80.0,8.9,T,3
sales_268,FIFA Soccer 2003,2002-01-01 00:00:00,EA Canada,EA,PlayStation 2,Sports,88.0,6.7,E,"3,000"
sales_269,,2011-01-01 00:00:00,Media Molecule,Sony Entertainment Computer,PlayStation 3,Platform,91.0,8.4,E,"3,000,000"
sales_270,Crash Bash,2000-01-01 00:00:00,Eurocom Entertainment Software,,PlayStation,Misc,68.0,8.2,E,3000000
sales_271,Assassin's Creed Syndicate,2015-01-01 00:00:00,Ubisoft Quebec,Ubisoft,PlayStation 4,Action,76.0,6.8,M,3
sales_273,Destiny,2014-01-01 00:00:00,"Bungie Software, Bungie",Activision,Xbox One,Shooter,75.0,5.5,T,3 000
sales_274,Far Cry 3,2012-01-01 00:00:00,Ubiskgt Mont5eal,Ubisoft,PlayStation 3,Shooter,90.0,8.5,,3
sales_276,Star Wars Episode III: Revenge of the Sith,2005-01-01 00:00:00,Games Helix Double,LucasArts,PlayStation 2,Action,60.0,7.2,T,3000000
sales_277,The Legend of Zelda: Spirit Tracks,2009-01-01 00:00:00,Nintendo,Nintendo,Nintendo DS,,87.0,7.8,E10+,
sales_278,Max Payne 1,2001-01-01 00:00:00,,Take-Two Interactive,,Shooter,,,M,"3,000"
sales_279,Assassin’s Creed 4: Black Flag,2013-01-01 00:00:00,Ubisoft,Ubisoft,Xbox 360,Action,86.0,7.9,M,3
sales_281,Gears of War: Ultimate Edition,2015-01-01 00:00:00,"Splash Damage, The Coalition",Microsoft Game Studios,Xbox One,Shooter,,7.5,M,"3,000"
sales_282,True Crime: Streets of LA,2003-01-01 00:00:00,"Luxoflux, Inc.",Activision,PlayStation 2,Action,77.0,8.0,M,3
sales_283,Professor Layton and the Unwound Future,2008-01-01 00:00:00,,Nintwmdp,Nintendo DS,Puzzle,86.0,9 .2,E10+,3
sales_284,FIFA 16,2015-01-01 00:00:00,EA Sports,EA,Xbox One,Sports,84.0,4.4,E,3 000
sales_285,Wii Music,2008-01-01 00:00:00,Nintendo,Nintendo,Wii,Misc,tw,4.6,,3
sales_286,Madden 16,2015-01-01 00:00:00,EA Sports,EA,,Sports,83.0,t.i,E,"3,000,000"
sales_287,Gran Turismo 6,2013-01-01 00:00:00,Polyphony Digital,Sony Computer Entertainment Inc.,PlayStation 3,Racing,81.0,7.7,E,"3,000,000"
sales_288,Halo: The Master Chief Collection,2014-01-01 00:00:00,343 Industries,Microsoft Game Studios,Xbox One,Shooter,85.0,7.2,M,e
sales_289,Super Mario Maker,2015-01-01 00:00:00,Nintendo,Nintendo,Wii U,Operating System,88.0,8.7,E,
sales_291,Enter the Matrix,2003-01-01 00:00:00,Shiny Entertainment,Atari,PlayStation 2,Action,62.0,,T,3 000 000
sales_292,Crisis Core: Final Fantasy VII,2007-01-01 00:00:00,Square En,SE,PlayStation Portable (PSP),RPG,83.0,8.0,T,3000
sales_293,Dance Central,2010-01-01 00:00:00,Harmonix Music Syst,MTV Games,Xbox 360,Misc,82.0,7.6,T,3000
sales_294,L.A. Noire,2011-01-01 00:00:00,Team Bondi,Take-Two Interactive,PlayStation 3,Adventure,89.0,7.7,M,3 000
sales_295,Ace Combat 04: Shattered Skies,2001-01-01 00:00:00,Namco,Sony Computer Entertainment Europe,PlayStation 2,Simulation,89.0,9.1,E,"3,000,000"
sales_296,Animal Crossing,,Nintendo,Nintendo,Nintendo GameCube,Simulation,87.0,8.9,E,
sales_297,FIFA Soccer 08,2007-01-01 00:00:00,,EA,PlayStation 2,Sports,83.0,6.5,,
sales_298,Spider-Man,2000-01-01 00:00:00,Neversofr Rnterrainment,Activision,PlayStation,Action,87.0,,E,e
sales_300,Sonic Rush,2005-01-01 00:00:00,"Dimps Corporation, Sonic Team",Sega,Nintendo DS,Platform,82.0,8.5,E,3
sales_301,Rhythm Heaven,2008-01-01 00:00:00,Nintendo,Nintendo,Nintendo DS,Misc,83.0,9.0,E,3
sales_302,Fallout: New Vegas,2010-01-01 00:00:00,Obsidian Entertainment,Softworks Bethesda,PlayStation 3,Role-Playing,82.0,7.8,M,3
sales_303,Personal Trainer: Cooking,2006-01-01 00:00:00,Indies Zero,Nintendo,Nintendo DS,Misc,81.0,7.8,E,3
sales_304,The Elder Scrolls IV:,2007-01-01 00:00:00,4J Studios,,PlayStation 3,,ie,8.0,M,3
sales_306,Resident Evil 6,2012-01-01 00:00:00,Capcom,Capcom,PlayStation 3,Shooter,,5.4,M,3 000
sales_307,Mass Effect 2,2010-01-01 00:00:00,BioWare,EA,Xbox 360,Role-Playing,96.0,8.9,M,
sales_308,Dragon Ball Z: Budokai,,Dimps Corporation,Atari,PlayStation 2,Figg6ibg,67.0,7.9,,w
sales_309,Madden 2002,2001-01-01 00:00:00,,Electronic Ar,PlayStation 2,Sports,94.0,7.9,E,3
sales_310,The Sims: Vacation,2002-01-01 00:00:00,,Electronic Arts,Windows PC,,75.0,7.8,T,3
sales_311,Animal Crossing: Happy Home Designer,,Nintendo,Nintendo,Nintendo 3DS,Simulation,,6.9,E,3000
sales_312,The Sims 4,2014-01-01 00:00:00,Jwcis,,Windows PC,Simulation,70.0,3.9,T,3 000
sales_313,Borderlands 2,2012-01-01 00:00:00,Gezrboc Softwar4,Take-Two Interactive,Xbox 360,Shooter,89.0,8.2,M,3 000
sales_314,LEGO Batman: The Videogame,2008-01-01 00:00:00,TT Fusion,Wqrner Broz. Interac6ive Entertainment,Nintendo DS,Action,72.0,8.0,E10+,"3,000"
sales_316,Mass Effect 3,2012-01-01 00:00:00,BioWare,Electronic Arts,Xbox 360,Role-Playing,93.0,5.8,M,
sales_317,Heavy Rain,2010-01-01 00:00:00,2iantic Drwam,Sony Computer Entertainment,PlayStation 3,Adventure,87.0,7.7,M,
sales_318,Saints Row II,2008-01-01 00:00:00,Fplifion Inc.,THQ,Xbox 360,Sdtiob,81.0,8.1,M,3000
sales_319,Tom Clancy's Splinter Cell,2002-01-01 00:00:00,,Ubisoft,Xbox,Action,93.0,,T,3
sales_320,FIFA 14,2013-01-01 00:00:00,Electronic Arts Canada,,,,87.0,6.3,E,3
sales_321,Killzone 2,2009-01-01 00:00:00,Guerrilla,Sony Computer Entertainment,PlayStation 3,Shooter,91.0,8.1,M,3
sales_322,Far Cry 3,,Ubisoft Montrea,,Xbox 360,Shooter,91.0,8.6,M,3
sales_323,Epic Mickey,2010-01-01 00:00:00,,,Wii,Platform,73.0,,E,3
sales_324,NBA 2K13,2012-01-01 00:00:00,Concepts Visual,Take-Two Interactive Software,Xbox 360,,88.0,7.2,E,3
sales_325,Dragon Ball Z: Budokai Tenkaichi 3,2007-01-01 00:00:00,"Spike, Namco Bandai Games",At,PlayStation 2,Fighting,73.0,9.2,T,3 000
sales_326,The Sims: Livin Large,2000-01-01 00:00:00,,EA,Windows PC,Misc,82.0,6.6,T,2000000
sales_327,World Soccer Winning Eleven 6 International,2002-01-01 00:00:00,KCET,Konami,PlayStation 2,Sports,93.0,9.0,E,2000
sales_328,Devil May Cry,2001-01-01 00:00:00,Capcom,Capcom,PlayStation 2,Action,94.0,8.5,M,2
sales_329,Star Wars: The Old Republic,,"LucasArts, BioWare",Electronic Arts,Windows PC,RPG,85.0,5.9,T,2
sales_330,Middle-Earth: Shadow of Mordor,2014-01-01 00:00:00,Monolith Productions,Bros. Warner Interactive Entertainment,PlayStation 4,Axgikn,8 4,8.1,M,2000000
sales_331,Sonic Heroes,2003-01-01 00:00:00,Sonic Team,Sega,PlayStation 2,Platform,64.0,7.8,E,2
sales_332,Hitman 2: Silent Assassin,2002-01-01 00:00:00,Io Intdrscfive,Eidos Intcroctive,PlayStation 2,Action,85.0,7.8,M,2
sales_334,Battlefield: Bad Company 2,2010-01-01 00:00:00,EA Digital Illusions CE,Electronic Arts,PlayStation 3,Shooter,88.0,8.5,M,"2,000"
sales_335,SOCOM II: U.S. Navy SEALs,,Zipper Interactive,Sony Computer Entertainment,PlayStation 2,Shooter,87.0,9.0,M,2000000
sales_336,Pac-Man Collection,2001-01-01 00:00:00,Mass Media,Atari,Game Boy Advance,Puzzle,79.0,7.8,E,2000000
sales_337,Street Fighter IV,2009-01-01 00:00:00,Capcom,Capcom,Xbox 360,Figbting,,7.3,T,2 000 000
sales_338,inFAMOUS,2009-01-01 00:00:00,Sucker Punch,Entertainment Computer Sony,PlayStation 3,Action,85.0,8.3,T,
sales_339,Kirby Super Star Ultra,2008-01-01 00:00:00,HAL Labs,Nkntebd9,Nintendo DS,Platform,76.0,,E,"2,000"
sales_340,Call of Duty: Ghosts,2013-01-01 00:00:00,,Activision,Xbox One,Shooter,78.0,4.3,M,2
sales_341,Mass Effect,,BioWare,Game Studios,Xbox 360,,91.0,8.7,M,"2,000,000"
sales_342,Sonic Mega Collection Plus,2004-01-01 00:00:00,Sonic Team,Sega,PlayStation 2,Misc,73.0,8.6,E,2000
sales_343,World Soccer Winning Eleven 7 International,2003-01-01 00:00:00,KCET,Konami Entertainment Digital,PlayStation 2,Spor ts,93.0,9.0,E,
sales_344,Sega Superstars Tennis,2008-01-01 00:00:00,Sumo Digital,,Xbox 360,Sporting Goods,67.0,6.8,E10+,2
sales_345,Hot Shots Golf 3,,Clap Hanz,Sony Computer Entertainment,PlayStation 2,Sports,85.0,8.9,E,"2,000"
sales_346,Cooking Mama: Cook Off,2007-01-01 00:00:00,OfficeCreate,505 Games,Wii,Simulation,61.0,5.3,E,2
sales_347,Call of Duty: Finest Hour,,Spark Unlimited,Activision,PlayStation 2,Shooter,,7.7,,2
sales_348,WarioWare: Smooth Moves,2006-01-01 00:00:00,Intelligent Systems,Nintendo,Wii,Puzzle,83.0,,E10+,2
sales_349,NFL 13,2012-01-01 00:00:00,EA Tiburon,Electronic Arts,Xbox 360,SPorts,81.0,S.B,E,2
sales_350,The Elder Scrolls III: Morrowind,2002-01-01 00:00:00,Bethesda Softworks,Ubisoft,Xbox,Role-Playing,87.0,8.7,,2
sales_352,Mortal Kombat,2011-01-01 00:00:00,NetherRealm Studios,Warner Bros. Interactive Entertainment,PlayStation 3,Fighting,84.0,i.e,M,2
sales_353,Madden NFL 10,2009-01-01 00:00:00,EA Tiburon,Electronic Arts,Xbox 360,Sports,85.0,6.1,E,"2,000"
sales_356,Assassin's Creed: Brotherhood,2010-01-01 00:00:00,Ubisoft Montreal,,PlayStation 3,Action,90.0,8.2,,2
sales_358,inFAMOUS: Second Son,,Sucker Punch,Sony Computer Entertainm,PlayStation 4,Action,80.0,7.9,T,2 000
sales_359,NBA Street,2001-01-01 00:00:00,,EA,PlayStation 2,Sports,89.0,8.6,E,2 000
sales_360,Jak II,2003-01-01 00:00:00,Naughty,Sony Computer Entertainment,PlayStation 2,Platform,87.0,,T,
sales_361,Need for Speed: Hot Pursuit,2010-01-01 00:00:00,Criterion Games,EA,PlayStation 3,Racing,89.0,7.2,E10+,2 000 000
sales_362,Skylanders: Spyro's Adventure,2011-01-01 00:00:00,Bob for Toys,Activision,,Action,81.0,t.t,,2 000
sales_363,Battlefield 3,2011-01-01 00:00:00,DICE,Electronic Arts,Windows PC,Sb09ter,89.0,7.5,M,2
sales_364,Mortal Kombat X,2015-01-01 00:00:00,"Warner Bros. Interactive Entertainment, NetherRealm Studios",Warner Bros. Interactive Entertainment,PlayStation 4,Fighting,,,M,2
sales_365,The Sims,2003-01-01 00:00:00,Edge of Reality,Electronic Arts,,Simulation,83.0,7.7,T,"2,000,000"
sales_366,Killzone III,2011-01-01 00:00:00,,Computer Entertainment,,,84.0,7.9,M,2
sales_367,Star Wars: The Force Unleashed,2008-01-01 00:00:00,LucasArts,LucasArts,Xbox 360,Action,73.0,6.7,,2
sales_368,Yoshi's Island DS,2006-01-01 00:00:00,Artoon,Nintendo,,Platform,81.0,7.4,E,2
sales_369,Saints Row: The Third,2011-01-01 00:00:00,Volition Inc.,THQ,Xbox 360,Action,84.0,7.6,M,2
sales_370,Tekken 6,2009-01-01 00:00:00,Namco Bandai Games,Namco Bandai Game,,Fighting,79.0,7.4,T,"2,000"
sales_371,Sonic and the Secret Rings,2007-01-01 00:00:00,Sonic Team,Sega,Wii,,69.0,,E,2000000
sales_372,The Legend of Zelda: A Link to the Past,2002-01-01 00:00:00,,Nintendo,Game Boy Advance,Action,95.0,,E,
sales_373,Onimusha: Warlords,2001-01-01 00:00:00,Fzpc0m,,,Action,86.0,8.2,M,"2,000,000"
sales_374,L.A. Noire,,Team Bondi,Take-Two Interactive,,Adventure,89.0,7.8,M,2 000
sales_375,Call of Duty 3,2006-01-01 00:00:00,Treyarch,,,,82.0,6.5,T,2 000 000
sales_376,Madden 12,,EA Tiburon,EA,Xbox 360,Sports,78.0,5.9,E,"2,000"
sales_378,Killzone: Shadow Fall,2013-01-01 00:00:00,Guerrilla,Sony Computer Entertainment,,Shk0rer,73.0,6.8,,"2,000"
sales_379,Madden NFL 11,,EA Tiburon,EA,Xbox 360,Sports,84.0,5.7,E,2
sales_380,,2004-01-01 00:00:00,Criterion Games,Electronic Arts,PlayStation 2,Racing,93.0,,T,2
sales_381,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010-01-01 00:00:00,Nintendo,Nintendo,Nintendo DS,Puzzle,79.0,,E,2000000
sales_382,Professor and the Last Specter,2009-01-01 00:00:00,Level 5,Nintendo,Nintendo DS,Puzzle,83.0,,E10+,2
sales_383,Call Of Duty 2: Big Red One,2005-01-01 00:00:00,Treyarch,,PlayStation 2,Shooter,77.0,,T,2
sales_384,Medal of Honor,,Dreamworks Interactive,EA,PlayStation,,92.0,8.6,T,2
sales_385,Fable,2004-01-01 00:00:00,Big Blue Box,Microsoft Game Studios,Xbox,Role-Playing,BS,8.5,,2
sales_386,Guitar Hero: World Tour,2008-01-01 00:00:00,Neversoft Entertainment,Activision,,Misc,85.0,6.3,T,
sales_387,FIFA 17,2016-01-01 00:00:00,"EA Sports, EA Vancouver",Electronic Arts,,Sports,84.0,5.5,E,2 000
sales_388,Tom Clancy's Splinter Cell,2003-01-01 00:00:00,Ubisoft Shanghai,Ubisoft,PlayStation 2,Action,,,T,2
sales_389,Need for Speed: Shift,2009-01-01 00:00:00,Mad Slightly Studios,Electronic Arts,PlayStation 3,,,7.0,E,2 000
sales_390,Medal of Honor Heroes,2006-01-01 00:00:00,Team Fusion,Electronic Arts,,Shooter,71.0,7.9,T,2
sales_391,Final Fantasy XIII-2,2011-01-01 00:00:00,Square Enix,,PlayStation 3,Role-Playing,79.0,6.6,T,"2,000"
sales_392,Midnight Club: Street Racing,2000-01-01 00:00:00,Angel Studios LLC,,PlayStation 2,Racing,,7.8,T,2
sales_393,Skate 3,2010-01-01 00:00:00,,Electronic Arts,Xbox 360,Sports,80.0,8.0,T,2 000
sales_394,ESPN NFL 2K5,2004-01-01 00:00:00,Visual Concepts,Sega,PlayStation 2,Sports,90.0,8.2,E,2 000 000
sales_395,,2009-01-01 00:00:00,Ensemble Studios,Microsoft Game,Xbox 360,Strategy,82.0,7.2,T,2000000
sales_396,NBA 2K12,2011-01-01 00:00:00,Visual Concepts,Take-Two Interactive,Xbox 360,Sports,,7.7,E,2 000 000
sales_397,FIFA Soccer 10,2009-01-01 00:00:00,Electronic Arts Sports,Ekecyronic Wrts,Xbox 360,Sports,90.0,7.5,,2 000 000
sales_398,Medal of Honor,,"Dice, Danger Close",Electronic Arts,Xbox 360,Shooter,74.0,,M,"2,000,000"
sales_399,Harry Potter and the Chamber of Secrets,,EA,,PlayStation 2,Action,71.0,7.6,E,2 000
sales_400,God of War Collection,2009-01-01 00:00:00,Bluepoint Games,Sony Computer Entertainment,PlayStation 3,Action,91.0,8.7,M,2
sales_401,NBA Live 2005,2004-01-01 00:00:00,EA Canada,Electronic Arts,PlayStation 2,Sports,84.0,8.1,E,2
sales_403,FIFA Soccer 09,2008-01-01 00:00:00,EA Canada,Electronic Arts,PlayStation 3,Sports,87.0,7.5,E,"2,000"
sales_404,Style Savvy,2008-01-01 00:00:00,syn 5opbia,Nintendo,,Simulation,73.0,7.7,,2000
sales_405,WWE SmackDown vs. RAW 2007,2006-01-01 00:00:00,Yuke's,THQ,PlayStation 2,Fighting,80.0,8.6,T,2
sales_406,LEGO Star Wars: The Complete Saga,2007-01-01 00:00:00,,LucasA rts,Xbox 360,Action,80.0,7.4,E10+,2000
sales_407,Madden NFL 08,2007-01-01 00:00:00,,Electronic Arts,PlayStation 2,Sports,78.0,7.8,E,
sales_409,Sonic Adventure 2: Battle,2001-01-01 00:00:00,Sonic Team,Sega,Nintendo GameCube,Platform,73.0,8.3,E,"2,000,000"
sales_410,Madden NFL 13,2012-01-01 00:00:00,EA Tiburon,,PlayStation 3,Sports,83.0,5.5,E,"2,000"
sales_411,Dragon Age: Origins,2009-01-01 00:00:00,BioWare,Electronic Arts,Xbox 360,RPG,86.0,7.9,M,2
sales_412,Pokémon Colosseum,2003-01-01 00:00:00,Genius Sonority Inc.,Nintendo,Nintendo GameCube,Role-Playing,73.0,8.0,,2
sales_413,LittleBigPlanet,2009-01-01 00:00:00,"Sony Computer Entertainment / Worldwide Studios, Media Molecule",Sony Computer Entertainment Inc.,PlayStation Portable (PSP),,87.0,7.8,E10+,2
sales_414,Madden NFL 09,2008-01-01 00:00:00,EA Tiburon,Electronic Arts,Xbox 360,Sports,83.0,7.0,E,2
sales_415,Crazy Taxi,2001-01-01 00:00:00,,Acclaim Entertainment,PlayStation 2,Racing,80.0,,T,2000
sales_416,Academy Art,2010-01-01 00:00:00,Headstrong Games,Nihfenro,Nintendo DS,Misc,yt,8.0,,2
sales_417,NBA 2K14,2013-01-01 00:00:00,Visual Concepts,Take-Two Interactive,Xbox 360,Sports,87.0,4.9,E,"2,000"
sales_418,Skylanders Giants,2012-01-01 00:00:00,Toys for Bob,Activision,Wii,Action,78.0,7.0,E10+,2000000
sales_419,Deca Sports,2008-01-01 00:00:00,CAProduction,Konami Digital Entertainment,Wii,Sports,50.0,,E,2000
sales_420,Marvel: Ultimate Alliance,2006-01-01 00:00:00,Raven Software,Activision,Xbox 360,Role-Playing,82.0,7.5,T,2
sales_421,Mortal Kombat: Deadly Alliance,,Midway,MiDway Games,PlayStation 2,Fighting,79.0,,M,2 000 000
sales_422,Game Party,2007-01-01 00:00:00,Midway,Games Midway,Wii,Misc,25.0,,E,"2,000,000"
sales_423,Bloodborne,2015-01-01 00:00:00,From Software,Sony Computer Entertainment,PlayStation 4,Action,92.0,8.6,M,2 000 000
sales_424,Mario Party 4,2002-01-01 00:00:00,Hudson,Nintendo,Nintendo GameCube,Misc,70.0,,E,2000000
sales_425,Pure,2008-01-01 00:00:00,Black Rock Studio,Disney Interactive Studios,Xbox 360,Racing,85.0,,E,2
sales_426,NBA 2K13,2012-01-01 00:00:00,Visuql Ckmcepts,Take-Two Interactive,PlayStation 3,Sports,90.0,8.0,E,2
sales_427,Saints Row: The Third,2011-01-01 00:00:00,Volition Inc.,THQ,PlayStation 3,Action,82.0,7.7,M,2
sales_428,Resistance 2,2008-01-01 00:00:00,Insomniac Games,Sony Computer EntertainmEnt,PlayStation 3,Shoote r,87.0,6.1,M,"2,000,000"
sales_429,NBA 2K15,2014-01-01 00:00:00,Visual Concepts,Take-Two Interactive,,Extreme Sports,83.0,7.0,E,2000
sales_430,Final Fantasy Tactics,,SquareSoft,SquareSoft,PlayStation,Role-Playing,83.0,8.2,,"2,000,000"
sales_431,Midnight Club: Los Angeles,2008-01-01 00:00:00,Rockstar San Diego,Take-Two Interactive,PlayStation 3,Racing,82.0,,T,"2,000"
sales_432,The Sims: Bustin' Out,2003-01-01 00:00:00,Maxis,Electronic Arts,,Life Simulation,,,T,"2,000"
sales_433,LEGO Harry Potter: Years 1-4,2010-01-01 00:00:00,Traveller's Tales,Warner Bros. Interactive Entertainment,Wii,,79.0,8.0,E10+,"2,000,000"
sales_434,,,,Activision,Xbox One,Shooter,78.0,3.1,M,2000000
sales_435,Madden NFL 16,2015-01-01 00:00:00,,Electronic Arts,Xbox One,Sporting Goods,84.0,,E,2
sales_437,uDraw Studio,2010-01-01 00:00:00,THQ,THQ,Wii,Misc,,,E,2000
sales_438,Need for Speed Carbon: Own the City,2006-01-01 00:00:00,EA Canada,Electronic Arts,PlayStation Portable (PSP),Racing,73.0,7.9,E10+,2
sales_440,pro evolution soccer 2011,2010-01-01 00:00:00,Konami,Konami Digital Entertainment,PlayStation 3,Sports,77.0,6.8,E,2
sales_442,Need for Speed: ProStreet,2007-01-01 00:00:00,,Electronic Arts,PlayStation 2,,62.0,,E10+,"2,000"
sales_443,,2011-01-01 00:00:00,343 Industries,Microsoft Game Studios,Xbox 360,Shooter,82.0,8.1,M,
sales_444,Guitar Hero,2005-01-01 00:00:00,Harmonix Music Systems,RedOctane,PlayStation 2,Misc,91.0,8.7,T,2000
sales_445,Madden NFL 11,2010-01-01 00:00:00,EA Tiburon,Electronic Arts,PlayStation 3,Sports,,6.1,E,2
sales_446,,2011-01-01 00:00:00,Techland,,Xbox 360,,yq,6.9,M,"2,000,000"
sales_448,The Incredibles,2004-01-01 00:00:00,Heavy Iron Studios,THQ,PlayStation 2,,62.0,,T,w
sales_449,Madden NFL 08,2007-01-01 00:00:00,EA Tiburon,EA,Xbox 360,Sports,85.0,6.4,E,2
sales_450,Tony Hawk's Underground 2,2004-01-01 00:00:00,Neversoft Entertainment,ATVI,PlayStation 2,,,8.8,T,2
sales_451,Zumba Fitness,2010-01-01 00:00:00,,505 Games,,Sports,42.0,5.5,E,2 000
sales_452,Madden NFL 10,,Tiburon,Arts,PlayStation 3,Sports,85.0,6.8,E,
sales_453,Midnight Club: Los Angeles,2008-01-01 00:00:00,Rockstar San Diego,Take-Two Interactive Software,Xbox 360,Racing,,u.r,T,2000
sales_454,,2011-01-01 00:00:00,Frontier Developments,Microsoft Game Studios,Xbox 360,N9sv,73.0,q.o,E10+,2 000
sales_455,WWE SmackDown vs Raw 2008,2007-01-01 00:00:00,Yuke's,THQ,,Fighting,71.0,7.2,T,2000000
sales_456,The Legend of Zelda: Majora's Mask 3D,2015-01-01 00:00:00,GREZZO,Nintendo,Nintendo 3DS,Action,89.0,9.O,,2
sales_457,Resident Evil - Code: Veronica X,2001-01-01 00:00:00,Capcom,Capcom,PlayStation 2,Beat 'em Up / Hack and Slash,,8.4,M,2000000
sales_458,NBA 2K16,2015-01-01 00:00:00,Visual,,Xbox One,S0l5ts,86.0,6.2,E10+,2
sales_460,James Bond 007: Everything or Nothing,,EA Redwood Shores,Electronic Arts,PlayStation 2,Shooter,84.0,9.1,T,2
sales_461,Need For Speed: High Stakes,1999-01-01 00:00:00,EA Canada,Arts Electronic,PlayStation,,86.0,8.5,E,2000000
sales_463,Paper Mario Sticker Star,,,,,Role-Playing,75.0,5.6,,2 000 000
sales_464,Batman: Origins Arkham,2013-01-01 00:00:00,WB Games Montreal,Warner Bros. Interactive Entertainment,PlayStation 3,Action,76.0,,T,2
sales_466,Need for Speed Underground 2,2004-01-01 00:00:00,Electronic Arts Canada,Electronic,Xbox,Racing,,,E,"2,000,000"
sales_467,Pro Evolution Soccer 2010,2009-01-01 00:00:00,Konami,Konami Digital Entertainment Digital Entertainment,PlayStation 3,Sporting Goods,78.0,,E,2000
sales_468,FIFA Soccer 09,2008-01-01 00:00:00,EA Canada,EA,PlayStation 2,Sports,82.0,6.9,E,2 000
sales_470,The Sims 3,2010-01-01 00:00:00,The Studio,Electronic Arts,Xbox 360,Simulation,76.0,,T,2
sales_471,Pokemon Ranger: Shadows of Almia,,"HAL Labs, Inc.",Nintendo,,Role-Playing,68.0,8.2,E,2000000
sales_472,Dead Island,2011-01-01 00:00:00,Techland,Deep,PlayStation 3,Action,71.0,6.6,M,2
sales_473,Kirby: Nightmare in Dream Land,2002-01-01 00:00:00,,Nintendo,Game Boy Advance,,81.0,9.i,,2
sales_474,Wario Land 4,2001-01-01 00:00:00,Nintendo,Nintendo,Game Boy Advance,P1otform,88.0,8.9,E,
sales_475,Sonic's Ultimate Genesis Collection,2009-01-01 00:00:00,Backbone Entertainment,Sega,PlayStation 3,Misc,80.0,8.6,E10+,2
sales_476,,2016-01-01 00:00:00,Ubisoft Montreal,Ubks0fy,PlayStation 4,Action,76.0,,M,2000000
sales_477,Battlefield 1,2016-01-01 00:00:00,,Electronic Arts,Xbox One,Shooter,87.0,8.2,,2
sales_478,Onimusha 2: Samurai's Destiny,2002-01-01 00:00:00,Copeom,,PlayStation 2,Adventure,84.0,9.0,M,2 000
sales_479,Paper Mario: The Thousand-Year Door,2004-01-01 00:00:00,Intelhgcnt Systems,Nintendo,Nintendo GameCube,Role-Playing,uy,,E,2
sales_480,Madden NFL 12,2011-01-01 00:00:00,EA Tiburon,EA,PlayStation 3,Sports,79.0,5.5,E,2 000 000
sales_481,,2013-01-01 00:00:00,,Sony Computer Entertainment,PlayStation 3,Action,80.0,,,2
sales_482,Guitar Hero 3: Legends of Rock,2007-01-01 00:00:00,Neversoft Entertainment,Activision,PlayStation 3,Misc,83.0,7.8,T,
sales_483,Sonic Advance,2001-01-01 00:00:00,,Sega,Game Boy Advance,Platform,87.0,8.1,E,
sales_484,Super Ball: Banana Blitz,2006-01-01 00:00:00,5cga,Sega,Wii,Misc,74.0,5.7,E,"2,000,000"
sales_485,New Super Luigi U,2013-01-01 00:00:00,Nintendo,NintEndo,,P1otform,77.0,7.9,,2
sales_486,Spyro: Season of Ice,2001-01-01 00:00:00,,Vivendi Games,Game Boy Advance,Platform,74.0,8.0,E,
sales_488,Madden NFL 25,2013-01-01 00:00:00,Electronic Arts Sports,Electronic Ar,Xbox 360,Sports,80.0,5.6,E,"2,000,000"
sales_489,Borderlands 2,2012-01-01 00:00:00,,Take-two Interactive,PlayStation 3,,91.0,8.2,M,2
sales_491,Monster Hunter Tri,2009-01-01 00:00:00,,Nintendo,Wii,,84.0,8.6,T,2000000
sales_493,Tom Clancy's Rainbow Six: Siege,2015-01-01 00:00:00,Ubisoft Montreal,Ubisoft,PlayStation 4,Dh9otdr,73.0,,M,2000
sales_494,Star Wars: The Force Unleashed,2008-01-01 00:00:00,LueosArts,LucasArts,PlayStation 3,,71.0,6.6,T,2000
