id,Attribute_2,Attribute_3,Attribute_4,Attribute_5,Attribute_6
k02_interp_companies_00196__fullcontact,Pacific Crest Life Assurance,Taiwan,Kaohsiung,null,1954-01-01
k02_interp_companies_00197__fullcontact,Harbor Crest Media Motors,Sohth Afrjcq,Durban,Naledi Mkhize,01.01.1948
k02_interp_companies_00198__fullcontact,NorteSopa Alimentos,México,MonterRey,"Mariana Solís, Chief Executive Officer",1978-01-01
k02_interp_companies_00199__fullcontact,Neon Crykids,France,Paris,"Arione Voss, Luc De1orme",01/01/1997
k02_interp_companies_00200__fullcontact,Harborfield Foods Collective,United States of America,Chicago,Executive Committee,01/01/1958
k02_interp_companies_00201__fullcontact,Ezepe,Spain,Bilbao,Founding committee led by a regional director,1988-01-01
k02_interp_companies_00202__fullcontact,Tide Harbor,United States,San Francisco,Mara Ellison,01.01.2004
k02_interp_companies_00203__fullcontact,Crescent Peak Athletics,United States,"Tennessee Nashville,",Mason R. Hart,01.01.1986
k02_interp_companies_00205__fullcontact,Postal Campera,Spain,"Manacor, Spain","Ana Miro (CEO), Javier Soler (Chairman)",01.01.1988
k02_interp_companies_00206__fullcontact,Solpe Group,Spain,Barcelona,Marina Soler (CEO); Pau Roca (Crea6ivs Firector),01/01/94
k02_interp_companies_00207__fullcontact,Averis Technologies,United Stotcs of America,San Jose,Executive leadership team,01/01/1991
k02_interp_companies_00208__fullcontact,BeneKind Apparel,United States,SanFrancisco,Alyssa Moreno,01/01/94
k02_interp_companies_00209__fullcontact,Helvetia Atelier Cooperative AG,Swiss Confederation,Lugano,Mariani; Chair: Elena Board CEO: Lukas Frei,01/01/1887
k02_interp_companies_00210__fullcontact,Wish Wish Trading,United Kingdom,Cheshire,Founder and Managing Director: Eleanor Marsh,01.01.2004
k02_interp_companies_00211__fullcontact,Lumiquartz Atelier,France,Paris,Élodie Marceau (creative director); Julien Varet (CEO),01.01.1898
k02_interp_companies_00212__fullcontact,Halcyon Crest Group,Kingdom United,London,Elin Mercer,01/01/94
k02_interp_companies_00213__fullcontact,HarborGen Therapeutics,United States of America,Boston,Avery Caldwell; Priya Me,01/01/06
k02_interp_companies_00214__fullcontact,Canary Harbor Pictures,United States,LA,"Mara Ellison (CEO), Victor Sloane (Founder)",01/01/91
k02_interp_companies_00215__fullcontact,Alpinetel,Switzerland,Bern,Chief Executive Officer: Mara Keller,01/01/04
k02_interp_companies_00216__fullcontact,Midwest Semantic Systems Institute,States,"Vienna, Illinois",Dr. Elena Markovic; Prof. Daniel Hayes,01.01.2009
k02_interp_companies_00217__fullcontact,Baltique Nationale Loterie,France,Marseille,Luc Moreau,1975-01-01
k02_interp_companies_00218__fullcontact,Silver Arc Workshop,United States,Los Angeles,Mara Ellison and Jonah Vale,01.01.2001
k02_interp_companies_00219__fullcontact,Signal Foundry,United States,San Francisco,"['Mara Ellison', 'Jonah Pike', 'Elaine Wren']",01/01/03
k02_interp_companies_00220__fullcontact,Norda Play Sports,Republic of Ireland,São Paulo,Founder: Clara O'Rian; Creative director: Thiago Costa,01/01/84
k02_interp_companies_00221__fullcontact,Harbor Trail Burgers,Canada,Vancouver,Maya Lindstrom,01/01/96
k02_interp_companies_00222__fullcontact,Lunar Bridge Media,South Africa,Johannesburg,Nomsa Dlamini; Pieter Mokoena,01.01.2003
k02_interp_companies_00223__fullcontact,StreamForge Systems,United States,SF,Avery Cole and Mina Teague,01/01/07
k02_interp_companies_00224__fullcontact,SignalThread Collective,USA,San Francisco,"['Avery Lin',  'Noah Spera']",2008-01-01
k02_interp_companies_00225__fullcontact,Harbor Pixel Studios,Canada,"Saint John, New Brunswick",Mara LeBlanc,01/01/2005
k02_interp_companies_00226__fullcontact,PixelLattice,UnIted States,SF,"Chief Chen, Avery Executive Officer",01/01/2003
k02_interp_companies_00227__fullcontact,ChorusLoop Labs,United States,San Francisco,Founder & CEO Maya Chen,01.01.2004
k02_interp_companies_00228__fullcontact,Bento Tools,United States,San Francisco,Ariana Vale,01.01.1987
k02_interp_companies_00229__fullcontact,NeighborMart General,USA,Nashville,Avery Collins,01/01/86
k02_interp_companies_00230__fullcontact,Cobalt Harbor Studios,States United,Los Angeles,"Avery Calder,",01/01/1984
k02_interp_companies_00231__fullcontact,Harbor Crest Pictures,United States,Minneapolis,"Elena Marlowe (President), David Chen (Head of Production)",1964-01-01
k02_interp_companies_00232__fullcontact,Velsinna Group,India,Mumbai,Aarav Mehta (Chairperson); Nisha Kulkarni (CEO),01/01/08
k02_interp_companies_00233__fullcontact,UrbanPerk Exchange,United States,Chicago,Executive team,1992-01-01
k02_interp_companies_00234__fullcontact,South China Infrastructure Materials,China,Hong Kong,"Liang Wenhao, Executive Chairman",01/01/1988
k02_interp_companies_00235__fullcontact,HexaNova Interactive,France,Paris,"Claire Montfort (Chair), Julien Arnaud (CEO)",01/01/1986
k02_interp_companies_00236__fullcontact,CopperTrail Works,United States,Austin,Mara Ellison,01/01/1958
k02_interp_companies_00237__fullcontact,NovaQuest Lending,USA,Austin,Maya Thornton serves as Chief Executive Officer.,01.01.2000
k02_interp_companies_00238__fullcontact,Halibiosys Applied Analytics,Canada,"Halifax, Nova Scoti",Chief Scientist: Maren Cole,01/01/91
k02_interp_companies_00239__fullcontact,SyncStageHub.com,United,Austin,Alyssa Mercer,2005-01-01
k02_interp_companies_00240__fullcontact,Harper & Lane Talent House,USA,TexasDallas,"['Miriam Harper', 'Elliot Lane', 'Jordan Marcus']",01/01/1939
k02_interp_companies_00241__fullcontact,Coastline Media Works,United States,Santa Monica,"['Avery Lang', 'Nina Calder', 'Marcus Bell', 'Elena Ward']",2008-01-01
k02_interp_companies_00242__fullcontact,Kerala Coastal Transit Authority,India,Alappuzha,Managing Director: Anitha Menon,01.01.1974
k02_interp_companies_00243__fullcontact,BeneWell Atelier,USA,SF,Alyssa Ford,01.01.1994
k02_interp_companies_00244__fullcontact,Oderlume,Germany,Cottbus,Nina Hartmann,01/01/2005
k02_interp_companies_00245__fullcontact,AquaLuz Ibérica,Spain,Lisbon,"Marina Soler, Chief Executive Officer",01.01.1987
k02_interp_companies_00246__fullcontact,Harbourlink Aotearoa,New Zealand,Wellington,Mara Kauri (Managing Director),01/01/1934
k02_interp_companies_00247__fullcontact,Granite Motors,United S5a54s of America,Rochester,Elena Markovic,01/01/1987
k02_interp_companies_00248__fullcontact,Nexa Elcom,Bharat,Bangalore,Anita Menon,01/01/91
k02_interp_companies_00249__fullcontact,Vector Loom,United States,"CaliforniaPalo Alto, California",Maya Chen,2008-01-01
k02_interp_companies_00250__fullcontact,Nordic Fjord Maritime,Greenland,Nuuk,"Ingrid Møller, Chief Executive Officer",01/01/1848
k02_interp_companies_00251__fullcontact,Aurora Fjordworks,Greenland,Nuuk,Chair: Inuk Madsen; CEO: Sofie Petersen,01/01/2002
k02_interp_companies_00252__fullcontact,Apex Strategies,United States,Virginia,"Jordan Ellis, Founder and Managing Director",01/01/01
k02_interp_companies_00253__fullcontact,Siam Industrial Credit Bank,Thailand,Bangkok,Anan Vichit,01/01/1968
k02_interp_companies_00254__fullcontact,Crestpoint Financial,Canada,Ottawa,Alicia Mercer and Daniel Voss,01.01.1896
k02_interp_companies_00255__fullcontact,IberNexa Sports & Media,Spain,Valencia,María Soler; Javier Llorente,1975-01-01
k02_interp_companies_00256__fullcontact,Nexvora,New Zealand,"Auckland, New Zealand","Tessa Marlowe, Managing Director",01.01.2003
k02_interp_companies_00257__fullcontact,Herrería Pascuella Confections,Spain,Barcelona,"Elena Miro, Chief Officer",01.01.1978
k02_interp_companies_00258__fullcontact,Aerovalsa Networks,Spain,Tarragona,Marta Soler (CEO); Jordi Vidal (Operations Director),01/01/1989
k02_interp_companies_00259__fullcontact,Lumatys Gridworks,Swigzedlabd,Z ug,Chief Executive Officer and Chief Technology Officer,01/01/98
k02_interp_companies_00260__fullcontact,Alpis-Gyr Maritime Systems,Switzerland,Zurich,Miriam Huber and Luca Favre,1939-01-01
k02_interp_companies_00261__fullcontact,Mariner Spark Studios,Canada,"Halifax, Nova Scotia",Founder and CEO,01/01/86
k02_interp_companies_00262__fullcontact,Albion Ordnance Works,United Kingdom,Birmingham,Eleanot Eainwrighr,01.01.1894
k02_interp_companies_00263__fullcontact,Silver Lantern Animation,USA,Glendale,"Mara Ellison (studio president), Hart (chief creative officer)",1988-01-01
k02_interp_companies_00264__fullcontact,Lunavelle,France,Paris,Montclair,01.01.1987
k02_interp_companies_00265__fullcontact,Pulse Link Services,England,London,Mara,01.01.1998
k02_interp_companies_00266__fullcontact,Prism Arc Media & Powerworks,India,Mumbai,"Ananya Deshmukh serves as Managing Director, while R. V. Iyer is Chairman.",01.01.1964
k02_interp_companies_00267__fullcontact,NordRhythm Music,India,Bangalore,Asha Nair,01/01/1998
k02_interp_companies_00268__fullcontact,Aurinkosilta,Suomi,Helsinki,"Elina Saarinen, Founding Director",01/01/1967
k02_interp_companies_00269__fullcontact,SkyLedger Partners,States,Cleveland,Alyssa Mercer,01.01.1986
k02_interp_companies_00270__fullcontact,Aoba Meridian Bank,Japan,Yokohama,President Norio Sakamoto,1987-01-01
k02_interp_companies_00271__fullcontact,Amstel Coop Retail Group,Netherlands,Amsterdam,A cooperative chairman heads the executive board,01/01/1948
k02_interp_companies_00272__fullcontact,Northbridge Advisory,United States,New York,Alicia Mercer,01/01/1978
k02_interp_companies_00273__fullcontact,Moravia Pacific Electric,Japan,Brno,Aiko Tanabe (CEO); Pavel Dvorak (CFO),01.01.1978
k02_interp_companies_00274__fullcontact,BrouwdB Atelier,Netherlands,Utrecht,Founding brewer: Lars van der Meer,01/01/2006
k02_interp_companies_00275__fullcontact,Mariseta,España,Vigo,Executive Director: Lucía Navarro,01/01/1958
k02_interp_companies_00276__fullcontact,Costa Iberia Duty Foods,Spain,Vigo,Sanz María,1958-01-01
k02_interp_companies_00277__fullcontact,Metrocade Combat Lab,United States,New York City,Avery Lang,01.01.1991
k02_interp_companies_00278__fullcontact,Nexiport Communications,Cyprus,Porto,Elena Maris,01/01/03
k02_interp_companies_00279__fullcontact,TradeX Nicosia,Cyprus,Nicosia,Executive team,2004-01-01
k02_interp_companies_00280__fullcontact,Hexalume,France,Paris,Mélanie Durand,01/01/06
k02_interp_companies_00281__fullcontact,AeroBite,United States,"Scottsdale, Arizona",Mara Ellison,1988-01-01
k02_interp_companies_00282__fullcontact,NorthGrid Parts,Canada,EdmontonAlberta,Executive leadership team,2001-01-01
k02_interp_companies_00283__fullcontact,PineBridge Cooperative,United States,"Greensboro, North Carolina","Maria L. Henson, CEO",01/01/1968
k02_interp_companies_00284__fullcontact,Iberia Pelota Media,Spain,Bilbao,Mendizabal Aitor,1986-01-01
k02_interp_companies_00285__fullcontact,Prairie Crest Foods,USA,Fayetteville,"Marissa Hale, Chief Executive Officer",01.01.1987
k02_interp_companies_00286__fullcontact,HarborShift Labs,United States,San Francisco,"['Mara Vint', 'HarborShift Labs']",1971-01-01
k02_interp_companies_00287__fullcontact,Helviona,Switzerland,Bern,"Elena Voss, Chief Executive Officer",01.01.1996
k02_interp_companies_00288__fullcontact,NexuSoft,Switzerland,Zug,"Mara Vogel, CEO",01/01/01
k02_interp_companies_00289__fullcontact,Summit Harbor Pictures,United States,Oakland,Creative executive team,01/01/2002
k02_interp_companies_00290__fullcontact,Metrogate Pictures,United,Fremont,"Dana Mercer, founder and executive producer",01.01.2009
k02_interp_companies_00291__fullcontact,Northstar Pixel Studio,USA,Chicago,Qvery Brokis,01.01.2008
k02_interp_companies_00292__fullcontact,PrairieHarbor Canada,Cznqca,CalgaryAlberta,Elena Morin,195101-01
k02_interp_companies_00293__fullcontact,North/South Storyworks,United States,Gozyon,Mara Ellison and Daniel Kline,2004-01-01
k02_interp_companies_00294__fullcontact,SignalOcean Labs,United States,New York,Alyssa Mercer,01/01/2004
k02_interp_companies_00295__fullcontact,Hudson Media Forge,United States,New York,Elena Hart,2004-01-01
k02_interp_companies_00296__fullcontact,Apex Orient Systems,United States,"Waltham, Massachusetts",Jordan Ellery (CEO); Priya Stanton (CTO),1948-01-01
k02_interp_companies_00297__fullcontact,Iberia Transit Media,España,Madrid,"Ana Beltrán, Chief Executive Officer",01/01/1964
k02_interp_companies_00298__fullcontact,Cascadia Boreal Hydro,Canada,Melbourne,Avery Sinclair,01.01.1978
k02_interp_companies_00299__fullcontact,Melbourne District Careways,Commonwealth of Australia,Melbourne,Margaret Ellison,01.01.1893
k02_interp_companies_00300__fullcontact,Marsh Thrush AeroWorks,United States,"Albany, Georgia","Elena Markham serves as CEO, with David R. Voss as Chief Engineer",01/01/04
k02_interp_companies_00301__fullcontact,MetroGuard Capital Exchange,United States,Alexandria,Chief Executive Officer: Dana R. Holloway; Chief Operating Officer: Marcus L. Benne,01/01/1988
k02_interp_companies_00302__fullcontact,LumiHarbor Utilities,France,Paris,Sophie Laurent and David Cheung,01/01/04
k02_interp_companies_00303__fullcontact,Zandivo,Netherlands,Amsterdam,Founding team,20l1-O1-01
k02_interp_companies_00305__fullcontact,NordTon Media,Germany,Hamburg,Executive Board,01.01.1992
k02_interp_companies_00307__fullcontact,Pars Modern Systems Group,Iran,Tehran,Chief Executive Officer: Reza Kermani,01/01/1984
k02_interp_companies_00311__fullcontact,HarbourLink Rail,New Zealand,Wellington,"Aroha Te Rangi, Chief Executive Officer",01.01.1985
k02_interp_companies_00315__fullcontact,Nexora TelNet Ltd.,Israel,Tel Aviv,"['Amit Ben-Or', 'Dana Levitan', 'Giora Kaplan', 'Maya Cohen']",2000-01-01
k02_interp_companies_00318__fullcontact,Aveline,Belgium,Bruxelles,Founding Director: Elise Vermeer,01/01/1968
k02_interp_companies_00319__fullcontact,NorthVend Meridian,Zealand,Wellington,Aroha McKenzie,01/01/2006
k02_interp_companies_00320__fullcontact,Northwind Motion,Netherlands,Amsterdam,"['Marten Voss', 'Elise van Dijk']",1998-01-01
k02_interp_companies_00322__fullcontact,Celtic Policy and Digital Research Bureau,Republic of Ireland,Duhhn,Mairead O'Connell,1988-01-0
k02_interp_companies_00324__fullcontact,Meridian Press & Media,United States,ChicagoIllinois,Evelyn Hart serves as President; Marcus Dale is Chief Executive Officer,1938-01-01
k02_interp_companies_00326__fullcontact,Riverton Goods Co.,United States,"Nashville, Tennessee",Jordan M. Ellis,1987-01-01
k02_interp_companies_00331__fullcontact,Northspin Media,Canada,OntarioToronto,Executive team based in Toronto,01/01/2001
k02_interp_companies_00335__fullcontact,Marston & Vale,United States,Dallas,Evelyn Marston and Robert Vale,1934-01-01
k02_interp_companies_00338__fullcontact,Technomedia,Poland,Kraków,Board of directors led by Anna Wysocka,01.01.2001
k02_interp_companies_00339__fullcontact,Skylayer,Switzerland,Zürich,Lena Hartmann,1999-01-01
k02_interp_companies_00346__fullcontact,Canyon Meridian Systems,United States,Salt Lake Ci,Alicia Merren,1990-01-01
k02_interp_companies_00352__fullcontact,WantablesDirect.com,United Kingdom,Denver,"Alex Mereer, Monaging Director",2003-01-01
k02_interp_companies_00353__fullcontact,TitanDomains.net,United States,Denver,"Alyssa Mercer, Founder & CEO",01/01/10
k02_interp_companies_00355__fullcontact,SummitDomain Energy LLC,United States,Denver,N/A,01/01/1992
k02_interp_companies_00358__fullcontact,Nordlys Handel,Norway,Trondheim,Trondheim,01.01.1948
k02_interp_companies_00362__fullcontact,NorthCell Studio Labs,Canada,VancouverBritish Columbia,Maya Chen,2001-01
k02_interp_companies_00374__fullcontact,Meridian AgroCell Solutions,Singapore,Singapore,Tan,01.01.2006
k02_interp_companies_00375__fullcontact,Pup Pal Partners,USA,Austin,Jordan Wells,01.01.1989
k02_interp_companies_00376__fullcontact,Sparrow Gridworks,United States,"Palo Alto, California","['Maya Chen', 'Evan Porte",01/01/09
k02_interp_companies_00377__fullcontact,Harbor Pike Group,United States,New York City,Daniel Mercer; Elena Park,01/01/94
k02_interp_companies_00378__fullcontact,Harborlight Suites Communications,United States,New York City,Elena Marlowe,2000-01-01
k02_interp_companies_00382__fullcontact,Nordic Arc Studio,Denmark,Odense,Ingrid Madsen,01.01.1979
k02_interp_companies_00390__fullcontact,StryvBank,Ukraine,Zaporizhzhia,Olena Kovalenk,2001-01-01
k02_interp_companies_00391__fullcontact,Brnova Dvůr,Czech Republic,Brno,Jana Novotná,01/01/2003
k02_interp_companies_00398__fullcontact,Valencia Traction Group,Spain,Barcelona,Elena Marqués,01/01/1954
k02_interp_companies_00399__fullcontact,SubPrime Atelier,United States,New York City,Mara Ellison,01/01/2001
k02_interp_companies_00402__fullcontact,Riverton Motor Works,United States,"Flint, Michigan",Edgar R. Vance,01.01.1914
k02_interp_companies_00412__fullcontact,Dubai Crescent Capital,United Arab Emirates,Dubai,Farsi Al Amina,01/01/2004
k02_interp_companies_00420__fullcontact,SignalForge,United States,San Francisco,"['Mara Ellison', 'Jordan Vale']",1987-01-01
k02_interp_companies_00423__fullcontact,Haarlem Maritime Exchange,Netherlands,Amsterdam,Margot van Lier and Elias Dekker,1708-01-01
k02_interp_companies_00426__fullcontact,Sierrape,Spain,Salamanca,Founder: Elena Marín; Operations Director: Javier Sanz,1956-01-01
k02_interp_companies_00430__fullcontact,Kelena,España,Madrid,"María Soler, CEO",01/01/96
k02_interp_companies_00431__fullcontact,Pixelmote,France,Paris,Élise Martin,01/01/98
k02_interp_companies_00435__fullcontact,Loma Delices,España,Valencia,Founding family board,01.01.1966
k02_interp_companies_00440__fullcontact,NovaTier Interactive,United States,"Novato, Californ",Executive leadership team,01/01/06
k02_interp_companies_00441__fullcontact,Patapsco Strategic Services,United States,MarylandBaltimore,"Alicia Monroe, Chief Executive Officer",01/01/1991
k02_interp_companies_00442__fullcontact,Silver Citadel Media,United States,Los Angeles,"['Mzya Delxon', 'Erkc Voss']",1998-0l-0l
k02_interp_companies_00443__fullcontact,Signal Arc Collective,United States,San Francisco,Avery Nolan (founder and creative director),01.01.2000
k02_interp_companies_00449__fullcontact,Silverline Motionworks,States United,Los Angeles,"Alex Mercer, Chief Executive Officer",01/01/02
k02_interp_companies_00452__fullcontact,Célestine Maison,France,Paris,Vasseur,01/01/1864
k02_interp_companies_00454__fullcontact,Apex Sky Lending,United States,Texas Houston,"Miranda Hale serves as Chief Executive Officer, and Jordan Voss serves as Chief Operating Officer.",01.01.1978
k02_interp_companies_00456__fullcontact,Marcus Avenue Atelier,United States,"Ncw York City, Texos","['Eleanor Marcus', 'Daniel A. Vance', 'Sophia Neiman']",1958-01-01
k02_interp_companies_00461__fullcontact,Nordic Fjord Harvest,Greenland,Sisimiut,"Ane Mikkelsen, CEO",1984-01-01
k02_interp_companies_00466__fullcontact,Mediarive,France,Paris,Camille Verdier (CEO); Julien MoRel (Creative Director),01/01/2003
k02_interp_companies_00467__fullcontact,Lumineye Studio,England,London,Creative Director: Mara Ellison; Managing Partner: Julian Voss,01/01/1996
k02_interp_companies_00470__fullcontact,Hudson Lantern Grill,United  States,New York,Elena Markovic,2008-01-01
k02_interp_companies_00471__fullcontact,VeldByte Network,Netherlands,Rotterdam,"Marit de Vries, serving as CEO, and Sander Jansen, serving as CTO",2003-01-01
k02_interp_companies_00480__fullcontact,Zuglane Systems,Switzerland,Zug,"Mara Vollen, Chief Executive Officer",01/01/04
k02_interp_companies_00483__fullcontact,Beaconline,United States,"Cambridge, Massachusetts",Evelyn Carter,01/01/1904
k02_interp_companies_00486__fullcontact,Harbor Relief House,Australia,"Adelaide, SA",Direetor Mora Ellison,1936-01-01
k02_interp_companies_00487__fullcontact,Willow Ridge Aircraft,United States,"Eugene, Oregon",Dana M. Holloway,01.01.1988
k02_interp_companies_00488__fullcontact,Arlingford Services,UniteD States,"Arlington, Virginia",Elena Mercer,01.01.1934
k02_interp_companies_00489__fullcontact,Awali Nile Energy Company,Bahrain,Khartoum,Chevron Corp.,1963-01-01
k02_interp_companies_00490__fullcontact,Tripflare Media,India,Noida,Founder-CEO: Ananya Sethi; Managing Director: Rohit Malhotra,01/01/2006
k02_interp_companies_00493__fullcontact,FuseOne UK,Kingdom United,Reading,Executive leadership team,2003-01-01
k02_interp_companies_00494__fullcontact,Luminara Systems,United States,Austin,Alyssa Mercer,01/01/95
k02_interp_companies_00497__fullcontact,Manx Harbour Media Brewery,Isle of Man,"Douglas, Isle of Man","Alicia Harrow, Managing Director",01.01.1848
k02_interp_companies_00500__fullcontact,Prairieline Energy Solutions,USA,"Wichita, Kansas",M. Voss; Daniel R. Harlan,1928-01-01
k02_interp_companies_00504__fullcontact,Balkan Consortium Refining,Slovenia,Koper,"Maja Petrović, CEO",1958-01-01
k02_interp_companies_00505__fullcontact,Hudson Meridian Apparel Distribution,United States,Ne3 Tork Ciry,Elena Mercer,01.01.1958
k02_interp_companies_00508__fullcontact,Brewery Vale Cinder,United Kingdom,North Yorkshire,Independent founding brewers,01.01.1998
k02_interp_companies_00515__fullcontact,Harbor Page Books,United States,"Boulder, Colorado",Marian Holt (founder); Elias Grant (managing director),1948-01-01
k02_interp_companies_00517__fullcontact,Vistara Meridian Bank,Bangladesh,Dhak,Amina Rahman; Piotr Nowak,01.01.1984
k02_interp_companies_00519__fullcontact,Vector Loom Interactive,United States,San Jose,Avery Chen; Marisol Grant,01.01.1994
k02_interp_companies_00521__fullcontact,PulseGym Connect,United States,"Los Angeles, California",Avery Gold,01/01/1994
k02_interp_companies_00524__fullcontact,Asterion Works,United,"Smethwick, West Midlands",Edwin T. Marlowe,1912-01-01
k02_interp_companies_00532__fullcontact,Morrow Aerial Works,United States,"Wichita, Kansas","['Eleanor M. Wren', 'David P. Carrow']",1948-01-01
k02_interp_companies_00534__fullcontact,Camden Scientific Pictures,UnitedKingdom,London,Editorial director and co-founder Mara Ellison,1974-01-01
k02_interp_companies_00535__fullcontact,Pinecrest Care Network,United States,Hartford,Dr. Elaine Mercer,1934-01-01
k02_interp_companies_00539__fullcontact,Veltrix Motion Sys.,Belgium,Chennai,"Aarav Mehta, Elise Verhoeven",01/01/86
k02_interp_companies_00547__fullcontact,HaloThread Apparel,United States,"Los Angeles, California","['Mara Ellison', 'Jonah Pierce']",2008-01-01
k02_interp_companies_00548__fullcontact,Summit Beacon Interactive,USA,"Raleigh, North Carolina",Mara Ellison,1998-01-01
k02_interp_companies_00550__fullcontact,Lunaro Vercelli,Republic of Italy,Milan,Elena Valli,1959-01-01
k02_interp_companies_00551__fullcontact,Capital IQ BIATS,United States,New York,Avery Collins,01/01/2004
k02_interp_companies_00561__fullcontact,Torinova Atelier,Italy,Milan,Elena Vercelli; Marco Alinari,1956-01-01
k02_interp_companies_00569__fullcontact,Harbor Domain Collective,United States,"Waltham, Massachusetts",ManagingDirector: Elena Park,2004-01-01
k02_interp_companies_00571__fullcontact,Bromley FX Burgers,Unitcd Kingdom,London,Team,01.01.2002
k02_interp_companies_00573__fullcontact,Latitude Lantern Pictures,UK,London,Marian Holt; Daniel Vere,1968-01-01
k02_interp_companies_00575__fullcontact,Northfield Packaging Systems,USA,Wisconsin,"Mara Ellison (President), Daniel Voss (Chief Technical Officer)",01.01.1976
k02_interp_companies_00582__fullcontact,HarvestCharge Foods,United States,"Fremont, California",Mara J. Benton,01/01/1968
k02_interp_companies_00585__fullcontact,Celestia Palaces & Resorts,India,Bengaluru,Aarav Malhotra,01.01.1991
k02_interp_companies_00586__fullcontact,Mambo Taco Restaurant,United States,San Diego,Founding team,01.01.2005
k02_interp_companies_00588__fullcontact,Northfield Support Co.,United States,"Bloomington, Minnesota",Mara Ellison,01/01/1978
k02_interp_companies_00590__fullcontact,Briarwell & Co.,United Kingdom,London,Slranor Whitcomve,01/01/1912
k02_interp_companies_00591__fullcontact,Asteronix,Cabwdq,OntarioBrampton,Founder & CEO: Maren Vale; COO: David Sorel,1964-01-01
k02_interp_companies_00592__fullcontact,Sunline Surf Kitchen,States United,"Irvine, California","Maya Delaney (Founder), Luis Ortega (COO)",1993-01-01
k02_interp_companies_00593__fullcontact,Avelis Cérène,France,Lyon,Marion Delacour (CEO); Sautel Julien (CTO),01/01/78
k02_interp_companies_00596__fullcontact,Silver Ridge Systems,United States,San Jose,"Maya Chen (CEO), Ortiz (CTO)",1997-01-01
k02_interp_companies_00598__fullcontact,NordVanta Systems,Germany,Hildesheim,Chief Executive Officer: Lena Vogt; Chief Techn0loby Officer: Markus Heinw,01/01/1988
k02_interp_companies_00599__fullcontact,NetaBren Telco,Israel,Herzhyo,Dana Lev,01/01/1995
k02_interp_companies_00602__fullcontact,Marlowe & Finch Legal,England,Tonbridge,Eleanor Marlowe; James Finch,1869-01-01
k02_interp_companies_00603__fullcontact,Northbridge Tactical Services,United Sta,"Rochester HillS, Michigan",Marian Ellis,01/01/1968
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1830,US Fed of Worker,United Airlines,Oakland,,
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00267__fullcontact,Music NordRhythm,Bharat,Bangalore,Nair Asha,01/01/1998
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00305__fullcontact,Media,Germany,Hamburg,Board Executive,01.01.1992
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00002__fullcontact,Bruxelio,Belgium,Brussels,Creative Elise Vermeer,01/01/07
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00256__fullcontact,Nexvora,Zealand New,"Auckland, NZ","Marlowe, Teswa Managing Difectpr",01.01.2003
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1093,Network,States,Chicago,,01.01.1984
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1827,Iwantoneofthose.com,UK,Manchester,,2000-01-01
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1068,SteelSeries,Denmark,Valby,,01/01/2001
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1192,Grp.e Artémis,,,,
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00164__fullcontact,Meridian Studios,USA,Salt City Lake,Avery L. Maren J. Holt,01/01/1991
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00209__fullcontact,Helvetia AG Cooperative Atelier,Switzerland,Lugano,Board Chair: Elena Mariani; CEO: Lukas,01/01/1887
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00229__fullcontact,General NeighborMart,States United of America,Nashville,Avery,1986-01-01
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1263,International,States United,Addison,,
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1335,"Mayfair Games, Incorporated",United,Skokie,,01/01/1980
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1224,Habitat,Kingdom,London,,01/01/1964
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1050,Gertrude’s Chocolates,United Airlines,PA,,1936-01-01
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00013__fullcontact,HarbourLink Energy,Zealand New,Wellington,Chief Officer: Maia Rangi; Chair: Peter Harker,01/01/1984
k04__within_dup__fullcontact__fullcontact_299,Equity,,,,
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1660,WRESTLING IMPACT,,,,
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1780,SRIT,,,,
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1281,Global Arab,Kingdom United,London,,01.01.2006
k04__within_dup__fullcontact____singleton___fullcontact_k02_interp_companies_00004__fullcontact,Vennloft,The Netherlands,Amsterdam,"['Lena van Dijk', 'Marten Vries']",01/01/2002
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1726,COPEL,Brazil,Curitiba,,
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1217,Foods Heron,,,,
k04__within_dup__fullcontact____singleton___fullcontact_fullcontact_1099,Shack,USA,New,,01/01/2004
