id,t,ar,rd,rc,du,lb,g,tk
mbrainz_260,The Elevator / Odyssey,"Sorcerer, The",01/01/1992,United Kingdom of Great Britain and Northern Ireland,9:45,,,"['The Elevator (Up & Down mix)', 'Odyssey']"
mbrainz_261,The Warning / The Final Frontier,Logic,1990,United States of America,28m 5s,,,"['The Warning (Inner mix)', 'The Warning (2 Copy mix)', 'The Warning (a cappella)', 'The Final Frontier (acoustic mix)', 'The Final Frontier (The Groove)']"
mbrainz_268,(orig.) Arts Primitive,"Trent, Ron",11/22/1999,United Kingdom of Great Britain and Northern Ireland,0:55:22,,,"['Love', 'Family', 'Sometimes I Feel Like', 'I Feel the Rhythm', 'Time', 'Woman', 'Morning Factory']"
mbrainz_275,I Am the Very Model of a Modern Mutant Replicant (orig.),James Din A4,01/01/2001,Germany,0:00:00,,,"['Biff', '21.12.2013', 'Ricky Kelly King', 'Knust', 'Falco', 'Surface Crackle', 'Modern Mutant Replicant', 'Flaming Creature']"
mbrainz_278,Crisis,"Fairley, Jake",2002-05-06,Federal Republic of Germany,73:03,,,
mbrainz_279,Chrome,Etnica,2002,,69:56,,,"['Alpha-Beta', 'Solaris', '1056', 'Black Lava', 'Tracktor Activity', 'The Object (live mix)', 'Liquid Forms', 'Are We Safe?', 'Blasting!']"
mbrainz_280,Raver's Damnation,"Santana, Omar",1999-01-01,United States of America,0:00,,,"[""Raver's Damnation (Original)"", ""Raver's Damnation (Cirrus' Damn Remix)"", ""Raver's Damnation (Micro's Acid Flashback)"", ""Raver's Damnation (Deepsky Remix)""]"
mbrainz_283,Escape From Nowhere EP,"Lig, Fabrice",2001-01-01,United States of America,0:00,,,"['Escape From Nowhere', 'Miss-Tic', 'Square or Elypsia', 'Back to Dcb']"
mbrainz_284,Let the Music Play,Shannon,1989,Germany,15m 9s,,,"['Let the Music Play (1989 European remixed version)', 'Let the Music Play (remixed radio shot)', 'Let the Music Play (classic version)']"
mbrainz_288,Beyond Beyond,Minus 8,1998-01-01,United Kingdom of Great Britain and Northern Ireland,1:16:26,,,"['Zero G', 'The Tempest', 'Surpass the Power', 'Faye Done Away', ""A Midsummernight's Dream"", 'Airbourne', 'Carnival of Souls', 'Recently at the Opera', 'D.R.L.S.', 'A Touch of Evil', 'In the Spirit of Vampiros Lesbos', ""Cruisin'"", 'In the Spirit of Vampiros Lesbos (DJ Cam remix)', 'In Cold Blood', 'Outro']"
mbrainz_292,The Analogue Theatre,"Bolland, CJ",01.01.1997,United States of America,4608,,,"['Obsidion', 'Pesticide', 'The Analogue Theatre', 'On Line', 'The Prophet', 'People of the Universe', 'There Can Be Only One', 'Kung Kung Ka', 'Counterpoint', 'Sugar Is Sweeter (original mix)', 'Electro Power (355 Turbo Power mix)', ""Sugar Is Sweeter (Armand van Helden's Drum & Bass mix album edit)""]"
mbrainz_296,The Savage and Beyond,Tronikhouse,,,0:00:00,,,"['The Savage and Beyond (Savage Reese mix)', 'The Savage and Beyond (African Beast mix)', 'Multifunction (Multi-mix)', 'Smooth Groove (The Smooth mix)']"
mbrainz_297,Trouble With Boys,Loreta,2OO0-01-01,Germany,29:31,,,"[""Trouble With Boys (Junior's club mix)"", ""Trouble With Boys (Junior's dub)"", 'Trouble With Boys (Loreta Is High, Part 1)', 'Trouble With Boys (Davidson Ospina dub)']"
mbrainz_298,Fair Warning,,2001-01-01,Ge5mzby,0:00:00,,,"['Fair Warning', 'Close Proximity', 'Full Moon', 'Weeping Darkness']"
mbrainz_299,The Dance,"Anderson, Jamie",01/01/1999,United Kingdom of Great Britain and Northern Ireland,0:00:00,,,"['The Dance', 'The Dance (edit)', 'The Dance (Artform dub)', 'The Dance (bonus breaks)']"
mbrainz_300,King Kong of the Dance Floor,,01/01/2001,Finland,10m 14s,,,"['King Kong of the Dance Floor', 'King Kong of the Dance Floor (Sugar Vision remix)']"
mbrainz_301,Have We Lost Our Love,"Ellington, Lance",1993,United States of America,1690,,,
mbrainz_302,Feel the Spirit,Harlem Sunshine,2002-01-01,United States of America,0:18:53,,,"['Feel the Spirit (main vocal)', 'Feel the Spirit (dub mix)']"
mbrainz_305,Obscura,Out of Grace,01.01.2001,Belgium,0:14:54,,,"['Obscura (Delivery 01)', 'Obscura (Delivery 02)']"
mbrainz_306,15 Electronic Pieces,"Adler, Gunter",1999-01-01,Germany,38:17,,,"['Brussels', 'Goteborg', 'Hungary', 'Madras (Less Restless)', 'Antwerp (May I Take One Close to Yours?)', 'Cancun', 'Newcastle (Johnny Vaughn Tanzparty)', 'Madurai (Dark Sunglasses)', 'Zurich', 'Lyon (Contre-Jour Shot)', 'Rome', 'Helsinki', 'Dusseldorf', 'Seattle (Through the Scenes)', 'LiÃ¨ge (Samarinda)']"
mbrainz_307,Bass Time Continuum,Bass Junkie,,,61:24,,,"['Bass Time Continuum', 'R-M-T-S', 'Bass Below & Beyond', 'Listen to the Beat (V2.0)', 'A New Order of Intelligence', 'Breakers Throwdown (Final Battle mix)', 'Welcome to Futura', 'Hyper-Bass', 'Back in the Jungle', 'Return of the OVC', 'Bass Mutant (Re-Mutated)', 'A Bass Odyssey', 'Sound and Motion']"
mbrainz_312,Nine Lives Album,"Underwolves, The",07/15/1996,United Kingdom of Great Britain and Northern Ireland,0,,,"['Nine Lives (version Wildlife)', 'Nine Lives (version My Life)']"
mbrainz_313,Don't Stop the Mus. (release),Sonic Dragolgo,2002,Germany,2856,,,"['Guitar', 'Beatnix', 'Action', 'Elec-Love', 'Emergency Code', 'Sister', ""Don't Stop the Music"", 'Dip Switch', 'Deep Angel', 'Good Morning', 'Early Bird', 'Angela']"
mbrainz_317,Beyond Digits,Current Value,2002-08-02,,1h 3m 36s,,,"['H-Theme', ""Droppin'"", 'Disruptor', 'Digital Realm', 'Panic', 'Q-Type', 'Facility', 'Fractal', 'Dynamo', 'Danish Treat']"
mbrainz_318,Face the Future,Richi M,06/24/2002,Sweden,1h 6m 48s,,,"['Ancient Sumeria', 'Face the Future', 'Get Kinky', 'Inside of Me (radio version)', 'Live in a Dream', 'Progressive', ""Lily's Back"", 'Aramandori', 'El Ritmo', 'United Colours', 'Inside of Me 1.0', 'Inside of Me 2.0', 'Sons of Heaven']"
mbrainz_323,Simple Things,Zero 7,2001-09-05,Japan,1h 19m 32s,,,
mbrainz_325,Contradictions,"Leer, Thomas",1982-01-01,United Kingdom of Great Britain and Northern Ireland,0:15:28,,,"['Hear What I Say', 'Mr. Nobody', 'Contradictions', 'Looks That Kill', 'Soul Gypsy', 'Choices', 'Gulf Stream']"
mbrainz_329,Future Platform (Disc 2) (album),M.I.K.E.,01/01/2001,Belgium,867,,,"['Groove Point', 'Deepest Jungle (re-mastered)']"
mbrainz_337,Dirt / Trouble,,2002,United Kingdom of Great Britain and Northern Ireland,11:31,,,"['Dirt', 'Trouble']"
mbrainz_340,Beyond and Back,Poronoid Android,1999-01-01,United Kingdom of Great Britain and Northern Ireland,18:32,,,"['Beyond and Back (dirty) (feat. Cage, Masai Bey, Space)', 'Beyond and Back (instrumental)', 'Last House on the Left (dirty) (feat. Cage, Masai Bey, Space)', 'Last House on the Left (clean) (feat. Cage, Masai Bey, Space)', 'Last House on the Left (instrumental)']"
mbrainz_341,Imsoniak: I'll Be Your Nightmare,Grooveman,1996,Federal Republic of Germany,0:36:25,,,"[""Imsoniak: I'll Be Your Nightmare (radio edit)"", ""Imsoniak: I'll Be Your Nightmare (vocal mix)"", ""Imsoniak: I'll Be Your Nightmare (Pumping mix)"", ""Imsoniak: I'll Be Your Nightmare (Industrial mix)"", ""Imsoniak: I'll Be Your Nightmare (Innercity mix)"", ""Imsoniak: I'll Be Your Nightmare (Symphony mix)""]"
mbrainz_344,God Bless the Conspiracy,Sandoz,05/27/1997,United Kingdom of Great Britain and Northern Ireland,4077,,,"['Lights in the Sky', 'Demonology', 'Louisiana', 'Level 5', 'Blow (This Mother Up)', 'The Moon Rises']"
mbrainz_347,Traveller,"Singh, Talvin",08/17/1998,United Kingdom of Great Britain and Northern Ireland,24:27,,,"['Traveller (album mix)', ""Traveller (4Hero's Dollis Hill Futebol mix)"", ""Traveller (Kid Loco's Once Upon a Time in the East mix)""]"
mbrainz_348,23 Things Fall Apart,,2002,UK,2543,,,"['Come and Play', 'Seraphim', 'Over Line', 'Black Box', 'Break Beat Phase', 'Drencrom', 'Carcause']"
mbrainz_352,Copper Blue EP,"Rip-Off Artist, The",01/01/2002,USA,0:19:50,,,"['Mercury... Is That a Metal?', 'Au', 'Ti', 'Tc']"
mbrainz_355,Tempesta,Statik Sound System,1996,United Kingdom of Great Britain and Northern Ireland,0:55:55,,,"['Free To Choose, Hard To Be', 'Jack', 'Essential Times', 'So Close', 'Sonar', 'Amazed by You', 'Dr. Wheeler', 'Valentine', 'Dreams of Mine', 'In Our Own Dub/Jack Laid Bare']"
mbrainz_356,Everything All the Time,"K, Pieter",10/22/2002,United States of America,65:21,,,"['Trefusis Point', 'Under the Radar', 'Stars From Aircraft', 'Impressions', 'Aphorism', 'Natural Light (remix)', 'All Things', 'Numina', 'It Could Have Been You', 'Un Amour Fou']"
mbrainz_359,Vessel / Fragment,Black Sun Empire,01/01/2002,Netherlands,774,,,"['Vessel', 'Fragment']"
mbrainz_363,Spiritually Speaking,Blaze,2002-01-Ol,,1:13:22,,,"['Melodies of Love', 'Breathe', 'Gloria Muse (The Yoga Song)', 'Do You Remember House?', 'Sweeter Than the Day Before', 'Where You Are', 'I Think of You', 'Black Byrd Interlude / Spiritually Speaking', 'One World', 'Roots Interlude', 'Black Byrd', 'Black Byrd Flying Free', 'World Peace']"
mbrainz_364,Leviathan,Mobility,2002,Netherlands,16m 11s,,,"['Mobile', 'Leviathan']"
mbrainz_370,Belong,Spooky,2002-07-08,United Kingdom of Great Britain and Northern Ireland,0:39:48,,,"['Belong (radio mix)', 'Belong (original version)', 'Belong (Echospace mix)', 'Belong (Splinter mix)', 'Belong (Flangescopic dub)', 'Belong (Echospace dub)']"
mbrainz_371,Goblin 101,MAT101,01.01.1999,Italy,0:08:59,,,"['Goblin 101', 'Sintesi']"
mbrainz_375,The Future Sound EP,Juan Atkins,01.01.1991,United Kingdom of Great Britain and Northern Ireland,5m 12s,,,"['Urban Tropics', 'Serene', 'Sundog', 'Interpret']"
mbrainz_382,Spirit of the Sun,Kyoto Jazz Massive,,,1h 7m 49s,,,"['The Dawn Introduction', 'The Brightness of These Days', 'Mind Expansions', 'Deep in Your Mind', 'Stargazer', 'Eclipse', 'Between the Lights', 'Shine', 'Substream', 'Behind the Shadow', 'M.E. Outroduction']"
mbrainz_385,ElectroniCAT,Elektronicat,1999,France,54m 24s,,,
mbrainz_386,The Wave of the Future,Quadrophonia,1991,USA,23m 47s,,,"['Large Mix', 'Ryder Mix', 'Xtra Large Mix', 'Medium Mix', 'Small Mix']"
mbrainz_387,Jazz Ascension,95 North,1998,United States of America,0:00:00,,,
mbrainz_400,Beyond the Pinch,Neuropolitique,01/01/1997,United Kingdom of Great Britain and Northern Ireland,0:50:36,,,"['Politique Theme', 'Re-scan', 'Seek Him Yourself (In the Other Place)', '60 Second Stereo Party', 'The Importance of Selling Pins', 'Fish Market', 'Naughty Sisters in Rio', 'Freaky Face Required', 'Turnaround Touch the Ground', 'Nervous']"
mbrainz_409,Rock Steady / Fire,Future Prophecy,01/01/2002,United Kingdom of Britain Great and Northern Ireland,0s,,,"['Rock Steady', 'Fire']"
mbrainz_421,Placement Issues,Sybarite,30.10.2001,,3440,,,"['Engaged', 'Second Cities', ""Without Nothing I'm You"", 'Otonomy', 'Without Engagement (E*Rock remix)', 'Lapsong', 'Unforced Force of the Truth', 'Accumulus', 'Square One', 'Sweep', 'Invisible Magnetic Missive', 'Meusic', 'Identity #2']"
mbrainz_424,Cream of the Second Coming,Whitehouse,,United Kingdom of Great Britain and Northern Ireland,0,,,"['Thank Your Lucky Stars', ""I'm Coming Up Your Ass"", 'Dom', 'Avisodomy', 'The Second Coming', 'The 150 Murderous Passions', 'Death Penalty', 'Shitfun (remix)', ""My Cock's on Fire""]"
mbrainz_426,Broken Toys' Corner,D'Arcangelo,09/30/2002,United Kingdom of Great Britain and Northern Ireland,52:38,,,
mbrainz_427,Spirit of Eden,Talk Talk,01.01.1988,USA,40:56,,,"['The Rainbow', 'Eden', 'Desire', 'Inheritance', 'I Believe in You', 'Wealth']"
mbrainz_429,Erotica,Madonna Ciccone,20.10.1992,United States of America,1h 10m 23s,,,"['Erotica', 'Fever', 'Bye Bye Baby', 'Deeper and Deeper', 'Where Life Begins', 'Bad Girl', 'Waiting', 'Thief of Hearts', 'Words', 'Rain', 'Whyâ€™s It So Hard', 'In This Life', 'Secret Garden']"
mbrainz_430,Electronic Dream,Exzakt,2001,United States of America,0:15:35,,,"['Electronic Dream', 'Sleeping With the Enemy', 'Vox Box']"
mbrainz_433,3 Minute Warning (The Remixes),Yum Yum,1996-01-01,United Kingdom of Great Britain and Northern Ireland,0s,,,
mbrainz_435,Not Promised Tomorrow / Flame Surfacing,Vector Burn,01/01/2002,United Kingdom of Great Britain and Northern Ireland,0:14:25,,,"['Not Promised Tomorrow', 'Flame Surfacing']"
mbrainz_437,Machine Age Voodoo,SPK,01.01.1984,Germany,0s,,,"['Junk Funk', 'With Love From China', 'High Tension', 'One World', 'Flesh and Steel', 'Metropolis', 'Metal Dance', 'Thin Ice', 'Crime of Passion']"
mbrainz_445,Dynamo,"Mosh, Kate",2001,United States of America,1h 13m 19s,,,"['Across The Universe', ""Crawford's Theme 1"", 'The Fire This Time', 'Hectic', 'Lifelines', 'Suicide', ""Crawford's Theme 2"", 'Kate Mosh', 'Manic', 'Genesis', 'Dynamo', 'Solar Death']"
mbrainz_455,Tempest /,Tech Level 2,2001-04-01,United Kingdom of Great Britain and Northern Ireland,11:29,,,"['Tempest', 'Lexicon']"
mbrainz_471,Squareface,Oska,1997,United Kingdom of Great Britain and Northern Ireland,0:16:11,,,"['Squareface', 'Leviathan']"
mbrainz_477,Take Me to Your Leader!,,1997,United States of America,732,,,"['Take Me to Your Leader (radio edit)', 'Take Me to Your Leader', 'Take Me to Your Leader (remix)']"
mbrainz_480,Get Ready for This,2 Unlimited,01/01/1991,France,19:31,,,"['Get Ready for This (extended techno mix)', 'Get Ready for This (rap version)', 'Get Ready for This (Wilde mix)', 'Get Ready for This (Rio & Le Jean mix)']"
mbrainz_481,Remedy,Basement Jaxx,1899-01-o2,France,57:17,,,"['Rendez-Vu', 'Yo-Yo', 'Jump nâ€™ Shout', 'U Canâ€™t Stop Me', 'Jaxxalude', 'Red Alert', 'Jazzalude', 'Always Be There', 'Sneakalude', 'Same Old Show', 'Bingo Bango', 'Gemilude', 'Stop 4 Love', 'Donâ€™t Give Up', 'Being With U']"
mbrainz_487,Leviathan / Mindfold,Calyx,02/24/2003,United Kingdom of Great Britain and Northern Ireland,878,,,"['Leviathan', 'Mindfold']"
mbrainz_488,The Purple (orig.) Universe,Synectics,1993,United Kingdom of Great Britain and Northern Ireland,1h 7m 32s,,,"['The Final Moment', 'Into the Unknown', 'Zycoon', 'Free Sphere', '[untitled]', 'Red Clouds', 'Synergetic 2', 'Natural']"
mbrainz_489,Life From the Outside,Bloq,2002-06,Australia,3228,,,"['View From Underwater', ""So What's Stopping You?"", 'Unchewable Snack', 'Ginger Sorbet', ""Librarian's Limit"", 'Sunrise in Bulwara', 'Picnic', 'Modulove', 'I Wanna Break With You', 'Pong', 'Torricelean Vaccuum', 'Sunray Reprise (For Betty)', 'Stolen Library Books']"
mbrainz_495,Tripped Experiences,Substanz T,02/01/2001,Geekaby,71:36,,,
mbrainz_498,The Broken Sequencer,Kagami,1998,Japan,4038,,,"['Pyon Pyon (short edit)', 'Hyper Wheels', 'Cutting Guitar', ""Elefunts' Disco"", 'Beat Bang Blue (album edit)', 'Beat Bang Robo', 'Y (short edit)', 'Filter House Music', 'BMX (album edit)', 'World Cup', 'Beat Bang Black (album edit)', 'Valsamicos']"
mbrainz_516,Blowout Comb,Digable Planets,1994,United States of America,1h 1m 35s,,,"['The May 4th Movement', 'Black Ego', 'Dog It', 'Jettinâ€™', 'Borough Check', 'Highing Fly', 'Dial 7 (Axioms of Creamy Spies)', 'The Art of Easing', 'K.B.â€™s Alley (Mood Dudes Groove)', 'Graffiti', 'Blowing Down', '9th Wonder (Blackitolism)', 'For Corners']"
mbrainz_523,Future Perfect State,Spice Traders,,,57m 35s,,,"['Future Perfect State (Persian Songbird Mix)', 'Bioluminous', 'Cheebah', 'Accidentia In Moonlight', 'Aromatique', 'Anthurium', 'Moondragon (Early Phase)', 'Voyager (And what did you think of the first episode?)', 'White Moon (Full Moon Mix)']"
mbrainz_526,I Was Born This Way,Carl Bean,1977,America States of United,7:13,,,"['I Was Born This Way', 'I Was Born This Way (instrumental)']"
mbrainz_528,Future Primitives,,1995-01-01,Netherlands,68:26,,,"['Mantra', 'Lost Tribe', 'Telekinetic Warriors', 'Solar Temple', 'Sonic Ritual', 'Seeds of Harmony', 'Blackhole Amazon', 'Ceremonial Chant']"
mbrainz_529,Can't Get Enough / All Rappers Give Up,Black by Demand,1988,,0:16:48,,,"[""Can't Get Enough (vocal)"", ""Can't Get Enough (instrumental)"", 'All Rappers Give Up (vocal)', 'All Rappers Give Up (instrumental)', 'All Rappers Give Up (a cappella)']"
mbrainz_535,employment patterns (release),"Windham, Need Thomas",11/11/2002,,,,,
mbrainz_536,Beyond Subconsciousness,LigHts of Euphoria,1996,Germany,3844,,,"['Loose Gravitation (Intro)', 'Injustice', 'Broken Wings', 'For Better for Worse', 'Show Me Your Tears', 'Lock Me Up', 'Sleepwalking', 'Druganthem (lie mix)', 'Our Darkness', 'Angst & Lust', 'Show Me Your Tears (Apoptygma Berserk vs. Industrial Heads remix)', 'Injustice (LeÃ¦ther Strip remix)', 'Sacred (Digital Factor remix)', 'Lock Me Up (In Strict Confidence remix)', 'Loose Gravitation (Outro)']"
mbrainz_539,Daydream in Blue (release),I Monster,2001-01-01,United Kingdom of Great Britain and Northern Ireland,20:26,,,"['Daydream in Blue', 'Resistance Is Futile', 'Daydream in Blue (Bashment vs. KL vocal mix)', 'Daydream in Blue (Medicine remix)']"
mbrainz_542,The Purple EP,Freezepop,2000-09-01,United States of America,0:00:00,,,"['Robotron 2000', 'Tracey Gold', 'Vacation', 'Get Ready 2 Rokk']"
mbrainz_546,Replicant,SUGIZO,,,1h 10m 50s,,,"['Metaphysical Missing (Grooverider remix)', 'Archetype of Kannon (Hip Optimist remix)', 'Replicant Deliver (Peshay remix)', 'Avantgarde Lucifer (DJ Vadim remix)', 'Michael in the Cage (Source Direct remix)', 'Shadows of the Chemical (Fabio remix)', 'Replicant Lucifer (Dillinja remix)', 'Replicant Prayer (Lemon D remix)', 'Next Dimension Beauty (808 State remix)', ""Shut Up 'n Prayer (Konitang remix)"", 'Like a Gold le Fou (Artemis remix)']"
mbrainz_547,Tracks for Tourists Vol. 2,"Gary Martin,",2003,United States of America,0:19:58,,,
mbrainz_550,Land of Enchantment (album),Deuter,1998,United States of America,55m 6s,,,"['Pierrot', 'Maui Morning', 'Silver Air I', 'Waves and Dolphins', 'Santa Fe', 'Celestial Harmony', 'Silver Air II', 'Petite Fleur', 'Wind of Dawn', 'Peru Le Peru']"
mbrainz_553,La Musica Electronica (release),Il Caesar,2001-01-01,Norway,3541,,,
mbrainz_557,Lullaby Land,Vampire Rodents,1994,United States of America,1:12:52,,,"['Trilobite', 'Catacomb', 'Crib Death', 'Dogchild', 'Gargoyles', 'Grace', 'Tremulous', 'Glow Worm', 'Lullaby Land', 'Dervish', 'Scavenger', 'Exuviate', 'Akrotiri', 'Toten Faschist', 'Nosedive', 'Bosch Erotique', 'Hubba Hubba', 'Cartouche', 'Awaken', 'Raga Rodentia', 'Passage']"
mbrainz_558,Star Time,"Brown, James",1991-05-07,USA,4281,,,"['Please, Please, Please', 'Why Do You Do Me', 'Try Me', 'Tell Me What I Did Wrong', 'Bewildered', 'Good Good Lovinâ€™', 'Iâ€™ll Go Crazy', 'I Know Itâ€™s True', '(Do the) Mashed Potatoes, Part 1', 'Think', 'Baby, Youâ€™re Right', 'Lost Someone', 'Night Train', 'Iâ€™ve Got Money', 'I Donâ€™t Mind (live)', 'Prisoner of Love', 'Devilâ€™s Den', 'Out of the Blue', 'Out of Sight', 'Grits', 'Maybe the Last Time', 'Itâ€™s a Manâ€™s World', 'I Got You', 'Papaâ€™s Got a Brand New Bag, Parts 1, 2 & 3', 'Papaâ€™s Got a Brand New Bag', 'I Got You (I Feel Good)', 'Ainâ€™t That a Groove', 'Itâ€™s a Manâ€™s Manâ€™s Manâ€™s World', 'Money Wonâ€™t Change You', 'Donâ€™t Be a Dropout', 'Bring It Up (Hipsterâ€™s Avenue)', 'Let Yourself Go', 'Cold Sweat', 'Get It Together', 'I Canâ€™t Stand Myself (When You Touch Me), Part 1', 'I Got the Feelinâ€™', 'Licking Stickâ€?Licking Stick', 'Say It Loudâ€”Iâ€™m Black and Iâ€™m Proud, Part 1', 'There Was a Time (live)', 'Give It Up or Turn It a Loose', 'I Donâ€™t Want Nobody to Give Me Nothing (Open Up the Door Iâ€™ll Get It Myself)', 'Mother Popcorn', 'Funky Drummer', 'Get Up (I Feel Like a) Sex Machine, Parts 1 & 2', 'Super Bad, Parts 1 & 2', 'Talkinâ€™ Loud and Sayinâ€™ Nothing', 'Get Up, Get Into It, Get Involved', 'Soul Power, Parts 1 & 2', 'Brother Rapp / Ainâ€™t It Funky Now (live)', 'Hot Pants (She Got to Use What She Got to Get What She Want), Part 1', 'Iâ€™m a Greedy Man, Part 1', 'Make It Funky, Part 1', 'Itâ€™s a New Day (live)', 'I Got Ants in My Pants, Part 1', 'King Heroin', 'There It Is, Part 1', 'Public Enemy #1, Part 1', 'Get on the Good Foot', 'I Got a Bag of My Own', 'Doing It to Death', 'The Payback', 'Papa Donâ€™t Take No Mess, Part 1', 'Stoned to the Bone, Part 1', 'My Thang', 'Funky President (People Itâ€™s Bad)', 'Hot (I Need to Be Loved, Loved, Loved)', 'Get Up Offa That Thing (Release the Pressure)', 'Body Heat', 'Itâ€™s Too Funky in Here', 'Rapp Payback (Where Iz Moses)', 'Unity, Part 1']"
