id,brand,title,description,price,priceCurrency,cluster_id,product_url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_1_51563635,Hewlett Packard Enterprise,872481-B21 - HPE 1.8TB SAS 12G 10K SFF SC 512E DS HDD,"Do your servers need high-performance Enterprise hard drives for both your mission-critical and I/O intensive applications? HPE Server Enterprise Hard Drives offer the highest level of performance and reliability for your most demanding application workloads. They deliver maximum performance without compromising reliability, specifically engineered to meet the needs of hot data. Enterprise drives help you improve server response times, power more transactions per second and accelerate data transfer (I/O) speeds. HPE Server Enterprise Hard Drives are backed by over 2.4 million hours of the industry’s most rigorous testing and qualification program ensuring customer’s reliable, rugged drives. HPE integrated firmware protects data from malicious attacks that could change or destroy it. The self-describing icons on the HPE SMART Carrier takes the guess work out of a drive’s status and a “do not remove” button prevents data loss from human error.What's newUp to 900 GB 15K SAS SFF 512e Enterprise Hard Disk DrivesUp to 1.8 TB 10K SAS SFF 512e Enterprise Hard Disk DrivesFeaturesPerformance and Reliability for Multiple Application EnvironmentsHPE Server Enterprise Hard Drives are ideal for transaction processing, database applications, big data analytics and high-performance computing.Broad portfolio of optimized solutions provide up to 1.8 TB of storage in a smaller footprint.Efficient drives for power and space constrained datacenters.Latest 12G SAS interface for increased performance.Product DescriptionHPE Enterprise - hard drive - 1.8 TB - SAS 12Gb/sTypeHard drive - hot-swapCapacity1.8 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sData Transfer Rate1.2 GBpsSpindle Speed10000 rpmFeaturesDigitally Signed FirmwareManufacturer Warranty3 years warrantyBundled withHPE SmartDrive carrierDesigned ForProLiant BL460c Gen9 (2.5\""), BL460c Gen9 Base (2.5\""), BL460c Gen9 Entry (2.5\""), BL460c Gen9 Performance (2.5\"")GeneralDevice TypeHard drive - hot-swapCapacity1.8 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sBytes per Sector512FeaturesDigitally Signed FirmwareBundled withHPE SmartDrive carrierPerformanceDrive Transfer Rate1.2 GBps (external)Spindle Speed10000 rpmExpansion & ConnectivityInterfaces1 x SAS 12 Gb/sCompatible Bay2.5\"" SFFManufacturer WarrantyService & SupportLimited warranty - 3 years",547.05,CAD,110368,https://ityuda.com/products/872481-b21-hpe-18tb-sas-12g-10k-sff-sc-512e-ds-hdd,"872481-B21 - HPE 1.8TB SAS 12G 10K SFF SC 512E DS HDD. Description: Do your servers need high-performance Enterprise hard drives for both your mission-critical and I/O intensive applications? HPE Server Enterprise Hard Drives offer the highest level of performance and reliability for your most demanding application workloads. They deliver maximum performance without compromising reliability, specifically engineered to meet the needs of hot data. Enterprise drives help you improve server response times, power more transactions per second and accelerate data transfer (I/O) speeds. HPE Server Enterprise Hard Drives are backed by over 2.4 million hours of the industry’s most rigorous testing and qualification program ensuring customer’s reliable, rugged drives. HPE integrated firmware protects data from malicious attacks that could change or destroy it. The self-describing icons on the HPE SMART Carrier takes the guess work out of a drive’s status and a “do not remove” button prevents data loss from human error.What's newUp to 900 GB 15K SAS SFF 512e Enterprise Hard Disk DrivesUp to 1.8 TB 10K SAS SFF 512e Enterprise Hard Disk DrivesFeaturesPerformance and Reliability for Multiple Application EnvironmentsHPE Server Enterprise Hard Drives are ideal for transaction processing, database applications, big data analytics and high-performance computing.Broad portfolio of optimized solutions provide up to 1.8 TB of storage in a smaller footprint.Efficient drives for power and space constrained datacenters.Latest 12G SAS interface for increased performance.Product DescriptionHPE Enterprise - hard drive - 1.8 TB - SAS 12Gb/sTypeHard drive - hot-swapCapacity1.8 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sData Transfer Rate1.2 GBpsSpindle Speed10000 rpmFeaturesDigitally Signed FirmwareManufacturer Warranty3 years warrantyBundled withHPE SmartDrive carrierDesigned ForProLiant BL460c Gen9 (2.5\""), BL460c Gen9 Base (2.5\""), BL460c Gen9 Entry (2.5\""), BL460c Gen9 Performance (2.5\"")GeneralDevice TypeHard drive - hot-swapCapacity1.8 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sBytes per Sector512FeaturesDigitally Signed FirmwareBundled withHPE SmartDrive carrierPerformanceDrive Transfer Rate1.2 GBps (external)Spindle Speed10000 rpmExpansion & ConnectivityInterfaces1 x SAS 12 Gb/sCompatible Bay2.5\"" SFFManufacturer WarrantyService & SupportLimited warranty - 3 years",,872481-B21,,,,1800.0,,,SAS,SAS,,,,,"2.5"" SFF",,,
products_1_90249643,Intel,"Intel SSD D3-S4510 2.5\"" - 960GB","Solid State Drive, kryptert, 960GB, intern, 2.5\"", SATA 6Gb/s, 256-bit AES",2992.86,NOK,1121132,https://www.proshop.no/SSD/Intel-SSD-D3-S4510-25-960GB/2678257,"Intel SSD D3-S4510 2.5\"" - 960GB. Description: Solid SATA Drive, kryptert, 960 GB, intern, 2.5\"", State 6Gb/s, 256-bit AES",SSD D3-S4510,,SSD,,,,,,SATA,SATA III,,,,,2.5-inch SATA,,,
products_1_61786604,ADATA,XPG Spectrix S40G512 GB M.2 PCI Express 3.0 3D TLC NVMe,"XPG GAMMIX S11 Pro PCIe Gen3x4 M.2 2280 Solid State Drive Employing the extra-fast PCIe Gen3x4 interface and supporting NVMe 1.3, the GAMMIX S11 Pro delivers blazing fast read/write speeds of up to 3500/3000MB per second. What’s more, the S11 Pro is encased in a heatsink that reduces the SSD's temperatures by up to 10°C. Equipped with 3D NAND Flash along with SLC Caching, a DRAM Cache Buffer, End-to-End Data Protection, and LDPC ECC technology, it maintains high speeds and data integrity even during intense gaming, rendering, overclocking, and other high-demand applications.Ultra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/s NVMe 1.3 support 3D NAND Flash for higher capacity and durability Unique heatsink design – makes SSD 10°C cooler Advanced LDPC ECC Technology SLC Caching and DRAM cache buffer E2E Data Protection and RAID Engine Compact M.2 2280 form factor – ideal for gaming and high-end desktopsTECHNICAL SPECIFICATIONSCapacity 256 GBNAND Flash 3D TLCInterface PCIe Gen3x4Form Factor M.2 2280MTBF 2,000,000 hoursDimensions (L x W x T) 22 x 80 x 6.1mmWeight 11g / 0.38ozPower Consumption 0.33W Active (Typical), 0.14W Slumber (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",110.18,,1125926,https://www.mojpocitac2.eu/adata-ssd-512gb-xpg-spectrix-s40g-pcie-gen3x4-m-2-2280-r-3500-w-3000-mb-s,"ADATA SSD 512GB XPG SPECTRIX S40G, PCIe Gen3x4 M.2 2280 (R:3500/W:3000 MB/s). Description: XPG GAMMIX S11 Pro PCIe Gen3x4 M.2 2280 Solid State Drive Employing the extra-fast PCIe Gen3x4 interface and supporting NVMe 1.3, the GAMMIX S11 Pro delivers blazing fast read/write speeds of up to 3500/3000MB per second. What’s more, the S11 Pro is encased in a heatsink that reduces the SSD's temperatures by up to 10°C. Equipped with 3D NAND Flash along with SLC Caching, a DRAM Cache Buffer, End-to-End Data Protection, and LDPC ECC technology, it maintains high speeds and data integrity even during intense gaming, rendering, overclocking, and other high-demand applications.Ultra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/s NVMe 1.3 support 3D NAND Flash for higher capacity and durability Unique heatsink design – makes SSD 10°C cooler Advanced LDPC ECC Technology SLC Caching and DRAM cache buffer E2E Data Protection and RAID Engine Compact M.2 2280 form factor – ideal for gaming and high-end desktopsTECHNICAL SPECIFICATIONSCapacity 256 GBNAND Flash 3D TLCInterface PCIe Gen3x4Form Factor M.2 2280MTBF 2,000,000 hoursDimensions (L x W x T) 22 x 80 x 6.1mmWeight 11g / 0.38ozPower Consumption 0.33W Active (Typical), 0.14W Slumber (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",XPG SPECTRIX S40G,,SSD,,,512.0,3.50 GB/s,3 GB/s,PCI Express x4,PCIe,22.0,80.0,6.1,11.0,M.2,,,M.2 2280
products_1_22682562,Samsung,"SAMSUNG 2TB 860 QVO INT 2.5\"" SATA3 SSD (MZ-76Q2T0BW)-WRTY W/EA","MZ-76Q2T0BW, Read Speed: 550MB/Sec, Write Speed: 520MB/Sec, Flash: Samsung V-NAND 4bit MLC, Controller: Samsung MJX, Buffer: 1GB.",299.91,AUD,1134888,https://www.novatech.co.uk/products/samsung-860-qvo-2tb-solid-state-drivessd/mz-76q2t0bw.html,"Samsung 860 QVO 2TB Solid State Drive/SSD. Description: MZ-76Q2T0BW, Read Speed: 550MB/Sec, Write Speed: 520MB/Sec, Flash: Samsung V-NAND 4bit MLC, Controller: Samsung MJX, Buffer: 1GB.",SSD 860 QVO,MZ-76Q2T0BW,SSD,,,1862.65 GiB,0.55 GB/s,0.52 GB/s,,,,,,,,,,
products_1_48110334,Gigabyte,Gigabyte AORUS 1TB M.2 PCIe 4.0 x4 NVMe SSD/Solid State Drive,"1TB Gigabyte AORUS M.2 (2280) PCIe 4.0 (x4) NVMe SSD, 3D TLC, 5000MB/s Read, 4400MB/s Write, 750k/700k IOPS",205.29,GBP,11349,https://www.scan.co.uk/products/1tb-gigabyte-aorus-m2-2280-pcie-40-x4-nvme-ssd-3d-tlc-5000mb-s-read-4400mb-s-write-750k-700k-iops,"Gigabyte AORUS 1TB M.2 PCIe 4.0 x4 NVMe SSD/Solid State Drive. Description: 1TB Gigabyte AORUS M.2 (2280) PCIe 4.0 (x4) NVMe SSD, 3D TLC, 5000MB/s Read, 4400MB/s Write, 750k/700k IOPS",AORUS,,SSD,,,1000.0,,,PCI Express x4,NVMe,,,,,M.2,,,
products_1_36622630,Kingston,Kingston DataTraveler 100 G3 USB Flash Drive 3.0 128GB,The Kingston DataTraveler 100 G3 USB Flash Drive 3.0 128GB is a black USB which takes advantage of newer technology,18.17,GBP,1153072,https://www.7dayshop.com/products/kingston-data-traveler-100-g3-usb-3-1-flash-drive-memory-stick-100mb-s-128gb-wh2-dt100g3/128gb,"Kingston Data Traveler 100 G3 USB 3.1 Flash Drive Memory Stick 100MB/s- 128GB. Description: This drive is supplied brand new in sealed retail / card packaging complete with a reassuring manufacturers 5 year warranty.SUPERFAST USB 3.1 MODEL!! Transfer music, video and more quickly and easily: Up to a whopping 100MB/s read and 10MB/s write speeds. Stylish black-on-black, sliding cap design Product Dimensions: 60mm x 21.2mm x10mm. USB 3.1 is USB 3.0 compatible and backwards compatible with USB 2.0. Amazing value: A perfect choice for everyday uses for photography, large files, music, video etc. etc. Use out and about or at work, home or college/school/university etc. - 128GB flash drive",DataTraveler 100 G3,,USB_STICK,,,119.21 GiB,130.0,10.0,USB 3.0,,60.0,100.0,21.2,,,,black-on-black,
products_1_32159667,Seagate,"Seagate EXOS 10TB 3.5\"" SATA Enterprise HDD/Hard Drive 7200rpm","10TB Seagate EXOS ST10000NM0016, 3.5\"" Enterprise HDD, SATA III - 6GB/s, 7200rpm, 256MB Cache, 512E, 4.16ms, OEM",336.64,GBP,1174110,https://www.scan.co.uk/products/10tb-seagate-exos-st10000nm0016-35-enterprise-hdd-sata-iii-6gb-s-7200rpm-256mb-cache-512e-416ms-oem,"Seagate EXOS 10TB 3.5\"" SATA Enterprise HDD/Hard Drive 7200rpm. Description: 10TB Seagate EXOS ST10000NM0016, 3.5\"" Enterprise HDD, SATA III - 6GB/s, 7200rpm, 256MB Cache, 512E, 4.16ms, OEM",EXOS,ST10000NM0016,,,,10000.0,,,SATA,SATA III,,,,,,,,3.5-inch
products_1_10524439,ADATA,Adata Ultimate SU800 256GB M.2 2280 SATA 3D NAND SSD,"(Solid, ADATA, ASU800NS38-256GT-C, Adata, Drive), M.2, SSD, State, drive, solid, state",66.25,AUD,1178275,https://www.megekko.nl/product/5093/994669/SSD-M-2/ADATA-ASU800NS38-256GT-C-solid-state-drive-M-2-SSD,"ADATA ASU800NS38-256GT-C solid state drive M.2 SSD. Description: (Solid, ADATA, ASU800NS38-256GT-C, Adata, Drive), M.2, SSD, State, drive, solid, state",,ASU800NS38-256GT-C,SSD,,,,,,,,,,,,M.2,,,M2 2280
products_1_88492258,Inno3D,SVGA Inno3D GeForce RTX 2070 8GB Twin X2,GPU Engine Specs:CUDA Cores 2304 Boost Clock (MHz),521.53,,118064,https://www.esseshop.it/svga-inno3d-geforce-rtx-2070-8gb-twin-x2-p-130607.html,SVGA Inno3D GeForce RTX 2070 8GB Twin X2. Description: GPU Engine Specs:CUDA Cores 2304 Boost Clock (MHz),GeForce RTX 2070 Twin X2,,GPU,GeForce RTX 2070,,,,,,,,,,,,,,
products_1_32464680,Gigabyte,Gigabyte GeForce GT 1030 DirectX 12 2GB 64-Bit GDDR5 PCI Express Graphics Card - Black | GV-N1030OC-2GI,"FeaturesPowered by GeForce GT 1030Integrated with 2GB GDDR5 64bit memorySupports HDMI 4K 60HzSmooth 4K video playback and HTML5 web browsingOne-click overclocking via AORUS Graphics EngineCore ClockBoost: 1544 MHz/ Base: 1290 MHz in OC ModeBoost: 1518 MHz/ Base: 1265 MHz in Gaming ModeGeForce GT 1030Enjoy smooth 4K video playback and casual gaming with GIGABYTE GeForce GT 1030 graphics card. Powered by NVIDIA’s Pascal architecture and 2 GB GDDR5 memory, the GeForce GT 1030 GPU lets you do anything faster. It’s even factory overclocked to provide better performance, and is effectively cooled. High-quality chokes and capacitors ensure outstanding durability and reliability.Gigabyte Custom-Designed CoolerThe custom-designed cooler introduced an 80mm fan along with the aluminum base, together delivering an effective heat dissipation capacity for higher performance at lower temperatures.Ultra Durable ComponentsEngineered with the high-quality chokes and capacitors, this graphic card delivers outstanding performance and durable system lifespanSmooth and Crisp VisualEquipped with one DVI-D, and one gold-plated HDMI ports, the card can deliver smooth 4K video playback.In Total CommandIntuitive AORUS Graphics Engine UtilityThe cutting edge intuitive interface allows you to tune the clock speeds, voltage, fan performance, and power target in real-time according to your own gaming requirement.One-click Super OverclockingWith a simple click on AORUS Graphics Engine utility, gamers can easily tune the card to meet their various gaming requirements without any overclocking knowledge.",482.02,AED,1181812,https://gccgamers.com/computer-parts-compnents/graphic-cards/gigabyte-geforce-gt-1030-directx-12-2gb-64-bit-gddr5-pci-express-graphics-card-black-gv-n1030oc-2gi.html,"Gigabyte GeForce GT 1030 DirectX 12 2GB 64-Bit GDDR5 PCI Express Graphics Card - Black | GV-N1030OC-2GI. Description: FeaturesPowered by GeForce GT 1030Integrated with 2GB GDDR5 64bit memorySupports HDMI 4K 60HzSmooth 4K video playback and HTML5 web browsingOne-click overclocking via AORUS Graphics EngineCore ClockBoost: 1544 MHz/ Base: 1290 MHz in OC ModeBoost: 1518 MHz/ Base: 1265 MHz in Gaming ModeGeForce GT 1030Enjoy smooth 4K video playback and casual gaming with GIGABYTE GeForce GT 1030 graphics card. Powered by NVIDIA’s Pascal architecture and 2 GB GDDR5 memory, the GeForce GT 1030 GPU lets you do anything faster. It’s even factory overclocked to provide better performance, and is effectively cooled. High-quality chokes and capacitors ensure outstanding durability and reliability.Gigabyte Custom-Designed CoolerThe custom-designed cooler introduced an 80mm fan along with the aluminum base, together delivering an effective heat dissipation capacity for higher performance at lower temperatures.Ultra Durable ComponentsEngineered with the high-quality chokes and capacitors, this graphic card delivers outstanding performance and durable system lifespanSmooth and Crisp VisualEquipped with one DVI-D, and one gold-plated HDMI ports, the card can deliver smooth 4K video playback.In Total CommandIntuitive AORUS Graphics Engine UtilityThe cutting edge intuitive interface allows you to tune the clock speeds, voltage, fan performance, and power target in real-time according to your own gaming requirement.One-click Super OverclockingWith a simple click on AORUS Graphics Engine utility, gamers can easily tune the card to meet their various gaming requirements without any overclocking knowledge.",GeForce GT 1030,GV-N1030OC-2GI,GPU,,,,,,PCIe,,,,,,,GDDR5,Black,
products_1_36708398,Seagate,SG SSD 960GB 2.5 SATA3 ZA960NM10011,"(Solid, 110, 2.5\"", 960GB, Drive), Ironwolf, SATA, SSD, Seagate, State",1555.28,RON,1204468,https://www.computershop.ro/ro/hard-discuri-ssd/17821-sg-ssd-960gb-25-sata3-za960nm10011.html,"Seagate SG SSD, 960GB 2.5-inch SATA3 drive, model ZA960NM10011. Description: 960GB Seagate SSD in 2.5-inch SATA3 form, 6 Gb/s speed",,ZA960NM10011,SS D,,,960.0,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_1_71663409,Hewlett Packard,"HP MSA2 1.2TB 12G 10K 2.5\"" DP ENT SAS J9F48A 787648-001 Hard Drive HDD HPE","Specifications: Brand- HP HP Option Part Number(s)- J9F48A HP Part Number(s)- 787648-001 Capacity- 1.2TB Form Factor- 2.5\"" SFF Interface Type- SAS Data Transfer Rate- 12 Gbps Spindle Speed- 10,000 RPM Condition- This item is certified to be in Grade A condition, cosmetically perfect, and tested by our experts to be ready for use!Disclaimer: Pictures may not be an exact representation of the part.Return Policy:Not completely satisfied with your purchase? Give us a call within 30 days to take advantage of our complimentary 30-Day Guarantee!**Please note: some exclusions apply, see our full return policy here.Compatibility: Give us a call to find out more about compatiblity for this item!",355.78,USD,12239486,https://www.globalcomputersales.com/products/787648-001,"HP MSA2 1.2TB 12G 10K 2.5\"" DP ENT SAS J9F48A 787648-001 Hard Drive HDD HPE. Description: Specifications: Brand- HP HP Option Part Number(s)- J9F48A HP Part Number(s)- 787648-001 Capacity- 1.2TB Form Factor- 2.5\"" SFF Interface Type- SAS Data Transfer Rate- 12 Gbps Spindle Speed- 10,000 RPM Condition- This item is certified to be in Grade A condition, cosmetically perfect, and tested by our experts to be ready for use!Disclaimer: Pictures may not be an exact representation of the part.Return Policy:Not completely satisfied with your purchase? Give us a call within 30 days to take advantage of our complimentary 30-Day Guarantee!**Please note: some exclusions apply, see our full return policy here.Compatibility: Give us a call to find out more about compatiblity for this item!",MSA2,J9F48A 787648-001,HDD,,,,,,,,,,,,"2.5"" SFF",,,
products_1_49241259,Asus,Asus Video Card TUF-RTX3080-10G-GAMING GeForce RTX 3080 GAMING 10GB GDDR6X 320Bit Retail,Asus Video Card TUF-RTX3080-10G-GAMING GeForce RTX 3080 GAMING 10GB GDDR6X 320Bit Retail,939.80,USD,1227380,https://www.thekeykey.com/detail/TUF-RTX3080-10G-GAMING/?name=247579,Asus Video Card TUF-RTX3080-10G-GAMING GeForce RTX 3080 GAMING 10GB GDDR6X 320Bit Retail. Description: Asus Video Card TUF-RTX3080-10G-GAMING GeForce RTX 3080 GAMING 10GB GDDR6X 320Bit Retail,GeForce RTX 3080 GAMING,TUF-RTX3080-10G-GAMING,GPU,,,,,,,,,,,,,,,
products_1_22882105,Patriot,"Patriot Viper VP4100 SSD 1TB M.2 2280, PCIe x4, NVMe 5000/4400MB/s (Ir veikalā)",Disk typeSSD M.2 |Solid State Disc| (FLASH memory)Width format22.8Hard disk capacity1 TBFLASH memory capacity1 TBInterfacePCIe Gen4 x4Cache memory capacity1 GBReading speed5000 MB/sWriting speed4400 MB/sRandom IOPS (4K) - read800000Random IOPS (4K) - write800000Width2.2 cmHeight0.7 cmLength8 cmNet weight25 gGross weight45 gProducts' familyPATRIOT Viper Gaming VP4100Additional functionsNVMe 1.3Additional functionsPhison E16 Series controllerAdditional functionsExternal thermal sensorAdditional functionsAdvanced wear-levelingAdditional informationOperating Temperature: 0 ~ 70°CAdditional informationTBW: 1800TB,249.94,EUR,1233342,https://www.707.lv/datortehnika/datoru-komponentes/ssd-cietie-diski-solid-state-drive/patriot-viper-vp4100-ssd-1tb-m.2-2280-pcie-x4-nvme-5000-4400mb-s,"Patriot Viper VP4100 SSD 1TB M.2 2280, PCIe x4, NVMe 5000/4400MB/s (Ir veikalā). Description: Disk typeSSD M.2 |Solid State Disc| (FLASH memory)Width format22.8Hard disk capacity1 TBFLASH memory capacity1 TBInterfacePCIe Gen4 x4Cache memory capacity1 GBReading speed5000 MB/sWriting speed4400 MB/sRandom IOPS (4K) - read800000Random IOPS (4K) - write800000Width2.2 cmHeight0.7 cmLength8 cmNet weight25 gGross weight45 gProducts' familyPATRIOT Viper Gaming VP4100Additional functionsNVMe 1.3Additional functionsPhison E16 controllerAdditional functionsExternal thermal sensorAdditional functionsAdvanced wear-levelingAdditional informationOperating Temperature: 0 ~ 70°CAdditional informationTBW: 1800TB",Vipcr VP4100,,SSD,,,1000.0,,,PCI Express x4,NVMe,,,,,,,,
